1479461765604406 5 -467.9130670031364
1479461765926462 6 -443.6995705896572
1479461766262163 7 -423.2844165512705
1479461766559405 8 -421.8518100117842
1479461766847267 9 -408.3857689324984
1479461767176366 10 -409.9057536440286
1479461767451270 11 -384.3789019576515
1479461767790847 12 -378.5282957006359
1479461768175351 5 467.7432408554722
1479461768286651 6 439.5536880689572
1479461768704946 7 422.6150643988182
1479461768968609 8 422.3329041153416
1479461769192738 9 406.7374797824428
1479461769460392 10 407.73869752923
1479461769688715 11 383.4139771089799
1479461769842365 12 374.9577045544951
1479461770557487 5 -467.0357626055533
1479461770860719 6 -442.5408589857425
1479461771122939 7 -423.6902239966096
1479461771392790 8 -421.2238340986151
1479461771648200 9 -407.0337041705835
1479461772013830 10 -411.8980058630997
1479461772194910 11 -384.1776214369575
1479461772473991 12 -375.4376266460424
1479461772747913 5 465.7482495108358
1479461772934019 6 440.6758929433306
1479461773197975 7 420.6756967624409
1479461773509808 8 421.0440020587087
1479461773816986 9 405.3801211310627
1479461774115613 10 407.7395264026788
1479461774358055 11 383.7796819374244
1479461774593871 12 374.5029871202833
1479461775188353 5 -465.6510109578304
1479461775466639 6 -441.1641151823975
1479461775705694 7 -422.0180293309175
1479461775954862 8 -420.8838975636966
1479461776262360 9 -406.2506205637544
1479461776540860 10 -409.5679118711692
1479461776733939 11 -383.9291510318052
1479461777018524 12 -375.6476302469993
1479461777265990 5 463.3821903222377
1479461777529045 6 440.5698675144044
1479461777815083 7 422.1938750205077
1479461778070889 8 421.4078398345622
1479461778388969 9 406.0607468376369
1479461778638415 10 407.8482253010641
1479461778878431 11 383.3577779818478
1479461779140161 12 374.4566302840879
1479461779726188 5 -466.1710984613038
1479461779994277 6 -442.0453779442037
1479461780218943 7 -422.1660874880814
1479461780517802 8 -421.9350861327338
1479461780815193 9 -405.0716854974329
1479461781120068 10 -410.2863043539207
1479461781297790 11 -383.6671695066881
1479461781641588 12 -374.3192899223802
1479461781906707 5 464.1876029693477
1479461782099006 6 441.0819894853527
1479461782353895 7 420.534796234397
1479461782633901 8 421.5891726785937
1479461782936139 9 404.7659317337993
1479461783220182 10 407.7662337551163
1479461783466342 11 384.0764367685757
1479461783767642 12 373.1957298571763
1479461784330167 5 -467.8016448735831
1479461784632984 6 -441.4640376130373
1479461784861519 7 -422.3384939041492
1479461785110234 8 -421.282676883015
1479461785400748 9 -405.588276748646
1479461785734280 10 -410.8833757873694
1479461785899887 11 -383.9285385425409
1479461786141622 12 -373.9290016769235
1479461786539992 5 465.5567650567683
1479461786747014 6 440.1185358201616
1479461787054689 7 422.0123248785737
1479461787247686 8 420.324322122623
1479461787525425 9 405.4264509744745
1479461787783725 10 408.8671811451632
1479461788045810 11 383.8481182830034
1479461788351837 12 373.7739708362141
1479461788883732 5 -466.4831685480664
1479461789263424 6 -442.9887071837657
1479461789481661 7 -422.2740785168712
1479461789745402 8 -421.1563977624658
1479461790012542 9 -406.1973658018681
1479461790230037 10 -410.8526180046919
1479461790495966 11 -384.0798723828267
1479461790834481 12 -374.6978408501046
1479461791120853 5 465.0995110911051
1479461791342634 6 441.5828589868466
1479461791648496 7 421.8048143302058
1479461791919090 8 421.3370225208668
1479461792213917 9 404.7172193228686
1479461792430082 10 408.4915822538781
1479461792706877 11 383.3072276471988
1479461793028295 12 374.1880883487298
1479461817548330 5 -466.9210392019543
1479461817847602 6 -442.7262539924753
1479461818100637 7 -423.3293760858294
1479461818384851 8 -421.7156387034588
1479461818734209 9 -407.3393356318434
1479461819045307 10 -411.61126266293
1479461819292304 11 -384.248414021143
1479461819717686 12 -380.858676125847
1479461820152616 5 467.1358815550411
1479461820219950 6 439.0489859247839
1479461820505936 7 420.4928220324172
1479461820740525 8 420.394871139117
1479461821050265 9 404.7892907581288
1479461821317506 10 408.5579203026239
1479461821541170 11 383.5399933326319
1479461821935699 12 376.2180529571866
1479461822515165 5 -469.5367213538254
1479461822778037 6 -443.0438676085084
1479461823023702 7 -423.416267078726
1479461823304338 8 -421.9081742123217
1479461823617791 9 -405.7353870910722
1479461823924253 10 -409.9454004371278
1479461824098136 11 -383.9173480429987
1479461824509780 12 -375.3709173433172
1479461824810818 5 469.3260777886791
1479461824920258 6 441.1760183862867
1479461825224817 7 421.9599045838322
1479461825488595 8 422.9179398429937
1479461825794704 9 405.2029612797389
1479461826060181 10 409.8853037404147
1479461826290349 11 384.2756261941067
1479461826649773 12 374.4878115054513
1479461827182796 5 -466.3521544052796
1479461827485910 6 -443.2339282432036
1479461827797273 7 -424.1671951623337
1479461828013950 8 -422.0094353404563
1479461828294689 9 -405.8839985911877
1479461828586681 10 -411.381945967522
1479461828816376 11 -383.8210467034517
1479461829131231 12 -375.1053838528024
1479461829416073 5 467.0791597866398
1479461829677708 6 443.0507434422945
1479461830016067 7 421.6513745850202
1479461830229068 8 420.8766582646952
1479461830526819 9 404.549958819601
1479461830811851 10 408.2033950092165
1479461831001378 11 382.9979562416646
1479461831366840 12 374.2043296348187
