1523102680533620 12 T 6
1523102680533620 12 B 4.13097
1523102681635266 12 S 7c2a 100 760 100 0 0 0
1523102681635266 12 T 6
1523102681635266 12 B 4.13226
1523102682737504 12 S 7c2a 100 760 100 0 0 0
1523102682737504 12 T 6
1523102682737504 12 B 4.18248
1523102683839001 12 S 7c2a 100 760 100 0 0 0
1523102683839001 12 T 6
1523102683839001 12 B 4.13873
1523102684940678 12 S 7c2a 100 760 100 0 0 0
1523102684940678 12 T 6
1523102684940678 12 B 4.13925
1523102686042358 12 S 7c2a 100 760 100 0 0 0
1523102686042358 12 T 6
1523102686042358 12 B 4.13718
1523102687144092 12 S 7c2a 100 760 100 0 0 0
1523102687144092 12 T 6
1523102687144092 12 B 4.13899
1523102688246566 12 S 7c2a 100 760 100 0 0 0
1523102688246566 12 T 6
1523102688246566 12 B 4.17083
1523102689348068 12 S 7c2a 100 760 100 0 0 0
1523102689348068 12 T 6
1523102689348068 12 B 4.13744
1523102690449733 12 S 7c2a 100 760 100 0 0 0
1523102690449733 12 T 6
1523102690449733 12 B 4.14184
1523102691551406 12 S 7c2a 100 760 100 0 0 0
1523102691551406 12 T 6
1523102691551406 12 B 4.1408
1523102692653135 12 S 7c2a 100 760 100 0 0 0
1523102692653135 12 T 6
1523102692653135 12 B 4.14313
1523102693755597 12 S 7c2a 100 760 100 0 0 0
1523102693755597 12 T 7
1523102693755597 12 B 4.17083
1523102694857353 12 S 7c2a 100 760 100 0 0 0
1523102694857353 12 T 6
1523102694857353 12 B 4.13175
1523102695958794 12 S 7c2a 100 760 100 0 0 0
1523102695958794 12 T 6
1523102695958794 12 B 4.13796
1523102697060488 12 S 7c2a 100 760 100 0 0 0
1523102697060488 12 T 7
1523102697060488 12 B 4.13304
1523102698162207 12 S 7c2a 100 760 100 0 0 0
1523102698162207 12 T 6
1523102698162207 12 B 4.12243
1523102699264539 12 S 7c2a 100 760 100 0 0 0
1523102699264539 12 T 6
1523102699264539 12 B 4.17704
1523102700366058 12 S 7c2a 100 760 100 0 0 0
1523102700366058 12 T 7
1523102700366058 12 B 4.14106
1523102701467962 12 S 7c2a 100 760 100 0 0 0
1523102701467962 12 T 7
1523102701467962 12 B 4.1333
1523102702569583 12 S 7c2a 100 760 100 0 0 0
1523102702569583 12 T 7
1523102702569583 12 B 4.13873
1523102703671432 12 S 7c2a 100 760 100 0 0 0
1523102703671432 12 T 6
1523102703671432 12 B 4.13356
1523102704773621 12 S 7c2a 100 760 100 0 0 0
1523102704773621 12 T 6
1523102704773621 12 B 4.17316
1523102705875086 12 S 7c2a 100 760 100 0 0 0
1523102705875086 12 T 6
1523102705875086 12 B 4.13718
1523102706977408 12 S 7c2a 100 760 100 0 0 0
1523102706977408 12 T 6
1523102706977408 12 B 4.12942
1523102708078683 12 S 7c2a 100 760 100 0 0 0
1523102708078683 12 T 6
1523102708078683 12 B 4.13873
1523102709180356 12 S 7c2a 100 760 100 0 0 0
1523102709180356 12 T 6
1523102709180356 12 B 4.1245
1523102710282598 12 S 7c2a 100 760 100 0 0 0
1523102710282598 12 T 7
1523102710282598 12 B 4.1729
1523102711384113 12 S 7c2a 100 760 100 0 0 0
1523102711384113 12 T 6
1523102711384113 12 B 4.1232
1523102712485851 12 S 7c2a 100 760 100 0 0 0
1523102712485851 12 T 6
1523102712485851 12 B 4.13511
1523102713587517 12 S 7c2a 100 760 100 0 0 0
1523102713587517 12 T 6
1523102713587517 12 B 4.13537
1523102714689162 12 S 7c2a 100 760 100 0 0 0
1523102714689162 12 T 6
1523102714689162 12 B 4.14365
1523102715791624 12 S 7c2a 100 760 100 0 0 0
1523102715791624 12 T 6
1523102715791624 12 B 4.17005
1523102716893097 12 S 7c2a 100 760 100 0 0 0
1523102716893097 12 T 6
1523102716893097 12 B 4.12062
1523102717995111 12 S 7c2a 100 760 100 0 0 0
1523102717995111 12 T 6
1523102717995111 12 B 4.13563
1523102719096805 12 S 7c2a 100 760 100 0 0 0
1523102719096805 12 T 6
1523102719096805 12 B 4.13045
1523102720198403 12 S 7c2a 100 760 100 0 0 0
1523102720198403 12 T 6
1523102720198403 12 B 4.13744
1523102721300742 12 S 7c2a 100 760 100 0 0 0
1523102721300742 12 T 6
1523102721300742 12 B 4.18144
1523102722402286 12 S 7c2a 100 760 100 0 0 0
1523102722402286 12 T 7
1523102722402286 12 B 4.13071
1523102723503890 12 S 7c2a 100 760 100 0 0 0
1523102723503890 12 T 6
1523102723503890 12 B 4.11932
1523102724605583 12 S 7c2a 100 760 100 0 0 0
1523102724605583 12 T 6
1523102724605583 12 B 4.13537
1523102725707251 12 S 7c2a 100 760 100 0 0 0
1523102725707251 12 T 6
1523102725707251 12 B 4.13123
1523102726809501 12 S 7c2a 100 760 100 0 0 0
1523102726809501 12 T 6
1523102726809501 12 B 4.17419
1523102727911017 12 S 7c2a 100 760 100 0 0 0
1523102727911017 12 T 6
1523102727911017 12 B 4.13278
1523102729012751 12 S 7c2a 100 760 100 0 0 0
1523102729012751 12 T 6
1523102729012751 12 B 4.13796
1523102730114381 12 S 7c2a 100 760 100 0 0 0
1523102730114381 12 T 6
1523102730114381 12 B 4.13149
1523102731215767 12 S 7c2a 100 760 100 0 0 0
1523102731215767 12 T 6
1523102731215767 12 B 4.12346
1523102732317367 12 S 7c2a 100 760 100 0 0 0
1523102732317367 12 T 6
1523102732317367 12 B 4.1144
1523102733419071 12 S 7c2a 100 760 100 0 0 0
1523102733419071 12 T 6
1523102733419071 12 B 4.13511
1523102734520755 12 S 7c2a 100 760 100 0 0 0
1523102734520755 12 T 6
1523102734520755 12 B 4.13537
1523102735622395 12 S 7c2a 100 760 100 0 0 0
1523102735622395 12 T 6
1523102735622395 12 B 4.13071
1523102736724087 12 S 7c2a 100 760 100 0 0 0
1523102736724087 12 T 6
1523102736724087 12 B 4.12812
1523102737825889 12 S 7c2a 100 760 100 0 0 0
1523102737825889 12 T 6
1523102737825889 12 B 4.12528
1523102738927345 12 S 7c2a 100 760 100 0 0 0
1523102738927345 12 T 6
1523102738927345 12 B 4.13304
1523102740029724 12 S 7c2a 100 760 100 0 0 0
1523102740029724 12 T 6
1523102740029724 12 B 4.12916
1523102741131413 12 S 7c2a 100 760 100 0 0 0
1523102741131413 12 T 6
1523102741131413 12 B 4.12476
1523102742233186 12 S 7c2a 100 760 100 0 0 0
1523102742233186 12 T 6
1523102742233186 12 B 4.13356
1523102743335544 12 S 7c2a 100 760 100 0 0 0
1523102743335544 12 T 6
1523102743335544 12 B 4.15349
1523102744436865 12 S 7c2a 100 760 100 0 0 0
1523102744436865 12 T 6
1523102744436865 12 B 4.11389
1523102745538837 12 S 7c2a 100 760 100 0 0 0
1523102745538837 12 T 6
1523102745538837 12 B 4.1333
1523104205462453 12 S 7c2a 100 760 100 0 0 0
1523104205462453 12 T 9
1523104205462453 12 B 4.12993
1523104206564129 12 S 7c2a 100 760 100 0 0 0
1523104206564129 12 T 9
1523104206564129 12 B 4.13071
1523104207665765 12 S 7c2a 100 760 100 0 0 0
1523104207665765 12 T 8
1523104207665765 12 B 4.13382
1523104208768015 12 S 7c2a 100 760 100 0 0 0
1523104208768015 12 T 8
1523104208768015 12 B 4.15426
1523104215572626 12 S 7c2a 100 760 100 0 0 0
1523104215572626 12 T 8
1523104215572626 12 B 1.1034
1523104216674279 12 S 7c2a 100 760 100 0 0 0
1523104216674279 12 T 8
1523104216674279 12 B 1.0563
1523104217775993 12 S 7c2a 100 760 100 0 0 0
1523104217775993 12 T 8
1523104217775993 12 B 1.02472
1523104218877943 12 S 7c2a 100 760 100 0 0 0
1523104218877943 12 T 8
1523104218877943 12 B 0.974505
1523104219979624 12 S 7c2a 100 760 100 0 0 0
1523104219979624 12 T 8
1523104219979624 12 B 0.941116
1523104221081283 12 S 7c2a 100 760 100 0 0 0
1523104221081283 12 T 8
1523104221081283 12 B 0.910832
1523104222182993 12 S 7c2a 100 760 100 0 0 0
1523104222182993 12 T 8
1523104222182993 12 B 0.882878
1523104238661535 12 S 7c2a 100 760 100 0 0 0
1523104238661535 12 T 7
1523104238661535 12 B 4.13666
1523104239763258 12 S 7c2a 100 760 100 0 0 0
1523104239763258 12 T 8
1523104239763258 12 B 4.12191
1523104240864821 12 S 7c2a 100 760 100 0 0 0
1523104240864821 12 T 7
1523104240864821 12 B 4.12993
1523104241966782 12 S 7c2a 100 760 100 0 0 0
1523104241966782 12 T 7
1523104241966782 12 B 4.12631
1523104243068491 12 S 7c2a 100 760 100 0 0 0
1523104243068491 12 T 8
1523104243068491 12 B 4.13822
1523104244170187 12 S 7c2a 100 760 100 0 0 0
1523104244170187 12 T 8
1523104244170187 12 B 4.14029
1523104245271917 12 S 7c2a 100 760 100 0 0 0
1523104245271917 12 T 8
1523104245271917 12 B 4.13666
1523104246373660 12 S 7c2a 100 760 100 0 0 0
1523104246373660 12 T 8
1523104246373660 12 B 4.13408
1523104247475292 12 S 7c2a 100 760 100 0 0 0
1523104247475292 12 T 8
1523104247475292 12 B 4.1408
1523104248577077 12 S 7c2a 100 760 100 0 0 0
1523104248577077 12 T 8
1523104248577077 12 B 4.17264
1523104249679048 12 S 7c2a 100 760 100 0 0 0
1523104249679048 12 T 8
1523104249679048 12 B 4.13459
1523104250780778 12 S 7c2a 100 760 100 0 0 0
1523104250780778 12 T 7
1523104250780778 12 B 4.13589
1523104251882442 12 S 7c2a 100 760 100 0 0 0
1523104251882442 12 T 8
1523104251882442 12 B 4.14546
1523104252984183 12 S 7c2a 100 760 100 0 0 0
1523104252984183 12 T 8
1523104252984183 12 B 4.1421
1523104254085866 12 S 7c2a 100 760 100 0 0 0
1523104254085866 12 T 7
1523104254085866 12 B 4.14055
1523104255187545 12 S 7c2a 100 760 100 0 0 0
1523104255187545 12 T 7
1523104255187545 12 B 4.14417
1523104256289238 12 S 7c2a 100 760 100 0 0 0
1523104256289238 12 T 7
1523104256289238 12 B 4.16462
1523104257391338 12 S 7c2a 100 760 100 0 0 0
1523104257391338 12 T 8
1523104257391338 12 B 4.13848
1523104258493076 12 S 7c2a 100 760 100 0 0 0
1523104258493076 12 T 8
1523104258493076 12 B 4.12657
1523104259594807 12 S 7c2a 100 760 100 0 0 0
1523104259594807 12 T 7
1523104259594807 12 B 4.14106
1523104260696466 12 S 7c2a 100 760 100 0 0 0
1523104260696466 12 T 7
1523104260696466 12 B 4.13511
1523104261798152 12 S 7c2a 100 760 100 0 0 0
1523104261798152 12 T 8
1523104261798152 12 B 4.14469
1523104262899924 12 S 7c2a 100 760 100 0 0 0
1523104262899924 12 T 8
1523104262899924 12 B 4.13692
1523104264001856 12 S 7c2a 100 760 100 0 0 0
1523104264001856 12 T 8
1523104264001856 12 B 4.13822
1523104265103549 12 S 7c2a 100 760 100 0 0 0
1523104265103549 12 T 8
1523104265103549 12 B 4.14132
1523104266205238 12 S 7c2a 100 760 100 0 0 0
1523104266205238 12 T 7
1523104266205238 12 B 4.13589
1523104267306965 12 S 7c2a 100 760 100 0 0 0
1523104267306965 12 T 7
1523104267306965 12 B 4.13718
1523104268408672 12 S 7c2a 100 760 100 0 0 0
1523104268408672 12 T 8
1523104268408672 12 B 4.12968
1523104269511222 12 S 7c2a 100 760 100 0 0 0
1523104269511222 12 T 7
1523104269511222 12 B 4.16643
1523104270613292 12 S 7c2a 100 760 100 0 0 0
1523104270613292 12 T 8
1523104270613292 12 B 4.1333
1523104271714954 12 S 7c2a 100 760 100 0 0 0
1523104271714954 12 T 7
1523104271714954 12 B 4.14779
1523104272816687 12 S 7c2a 100 760 100 0 0 0
1523104272816687 12 T 7
1523104272816687 12 B 4.13925
1523104273918359 12 S 7c2a 100 760 100 0 0 0
1523104273918359 12 T 8
1523104273918359 12 B 4.13718
1523104275020016 12 S 7c2a 100 760 100 0 0 0
1523104275020016 12 T 7
1523104275020016 12 B 4.13175
1523104276121775 12 S 7c2a 100 760 100 0 0 0
1523104276121775 12 T 7
1523104276121775 12 B 4.13485
1523104277223446 12 S 7c2a 100 760 100 0 0 0
1523104277223446 12 T 7
1523104277223446 12 B 4.17756
1523104278325422 12 S 7c2a 100 760 100 0 0 0
1523104278325422 12 T 7
1523104278325422 12 B 4.13666
1523104279427165 12 S 7c2a 100 760 100 0 0 0
1523104279427165 12 T 7
1523104279427165 12 B 4.14236
1523104280528933 12 S 7c2a 100 760 100 0 0 0
1523104280528933 12 T 7
1523104280528933 12 B 4.13718
1523104281630616 12 S 7c2a 100 760 100 0 0 0
1523104281630616 12 T 7
1523104281630616 12 B 4.14443
1523104282733090 12 S 7c2a 100 760 100 0 0 0
1523104282733090 12 T 7
1523104282733090 12 B 4.16048
1523104283834615 12 S 7c2a 100 760 100 0 0 0
1523104283834615 12 T 7
1523104283834615 12 B 4.13796
1523104284936593 12 S 7c2a 100 760 100 0 0 0
1523104284936593 12 T 7
1523104284936593 12 B 4.12838
1523104286038276 12 S 7c2a 100 760 100 0 0 0
1523104286038276 12 T 8
1523104286038276 12 B 4.13744
1523104287139944 12 S 7c2a 100 760 100 0 0 0
1523104287139944 12 T 7
1523104287139944 12 B 4.14132
1523104288241754 12 S 7c2a 100 760 100 0 0 0
1523104288241754 12 T 8
1523104288241754 12 B 4.13537
1523104289343422 12 S 7c2a 100 760 100 0 0 0
1523104289343422 12 T 7
1523104289343422 12 B 4.14055
1523104290445163 12 S 7c2a 100 760 100 0 0 0
1523104290445163 12 T 7
1523104290445163 12 B 4.17031
1523104291547205 12 S 7c2a 100 760 100 0 0 0
1523104291547205 12 T 7
1523104291547205 12 B 4.13356
1523104292649133 12 S 7c2a 100 760 100 0 0 0
1523104292649133 12 T 7
1523104292649133 12 B 4.13071
1523104293750830 12 S 7c2a 100 760 100 0 0 0
1523104293750830 12 T 7
1523104293750830 12 B 4.13149
1523104294852505 12 S 7c2a 100 760 100 0 0 0
1523104294852505 12 T 8
1523104294852505 12 B 4.14029
1523104295954250 12 S 7c2a 100 760 100 0 0 0
1523104295954250 12 T 7
1523104295954250 12 B 4.13485
1523104297055986 12 S 7c2a 100 760 100 0 0 0
1523104297055986 12 T 7
1523104297055986 12 B 4.13252
1523104298157630 12 S 7c2a 100 760 100 0 0 0
1523104298157630 12 T 7
1523104298157630 12 B 4.17834
1523104299259688 12 S 7c2a 100 760 100 0 0 0
1523104299259688 12 T 8
1523104299259688 12 B 4.14262
1523104300361408 12 S 7c2a 100 760 100 0 0 0
1523104300361408 12 T 7
1523104300361408 12 B 4.13511
1523104301463123 12 S 7c2a 100 760 100 0 0 0
1523104301463123 12 T 8
1523104301463123 12 B 4.13433
1523104302564753 12 S 7c2a 100 760 100 0 0 0
1523104302564753 12 T 7
1523104302564753 12 B 4.13408
1523104303666420 12 S 7c2a 100 760 100 0 0 0
1523104303666420 12 T 7
1523104303666420 12 B 4.14909
1523104304768155 12 S 7c2a 100 760 100 0 0 0
1523104304768155 12 T 8
1523104304768155 12 B 4.13408
1523104305869663 12 S 7c2a 100 760 100 0 0 0
1523104305869663 12 T 7
1523104305869663 12 B 4.17057
1523104306971729 12 S 7c2a 100 760 100 0 0 0
1523104306971729 12 T 7
1523104306971729 12 B 4.13252
1523104308073389 12 S 7c2a 100 760 100 0 0 0
1523104308073389 12 T 7
1523104308073389 12 B 4.14236
1523104309175129 12 S 7c2a 100 760 100 0 0 0
1523104309175129 12 T 7
1523104309175129 12 B 4.1377
1523104310276769 12 S 7c2a 100 760 100 0 0 0
1523104310276769 12 T 7
1523104310276769 12 B 4.13589
1523104311378585 12 S 7c2a 100 760 100 0 0 0
1523104311378585 12 T 7
1523104311378585 12 B 4.14365
1523104312480315 12 S 7c2a 100 760 100 0 0 0
1523104312480315 12 T 7
1523104312480315 12 B 4.13226
1523104313582005 12 S 7c2a 100 760 100 0 0 0
1523104313582005 12 T 7
1523104313582005 12 B 4.17601
1523104314683973 12 S 7c2a 100 760 100 0 0 0
1523104314683973 12 T 8
1523104314683973 12 B 4.14158
1523104315785703 12 S 7c2a 100 760 100 0 0 0
1523104315785703 12 T 7
1523104315785703 12 B 4.12398
1523104316887663 12 S 7c2a 100 760 100 0 0 0
1523104316887663 12 T 7
1523104316887663 12 B 4.13433
1523104317989021 12 S 7c2a 100 760 100 0 0 0
1523104317989021 12 T 8
1523104317989021 12 B 4.13278
1523104319091552 12 S 7c2a 100 760 100 0 0 0
1523104319091552 12 T 7
1523104319091552 12 B 4.17238
1523104320193071 12 S 7c2a 100 760 100 0 0 0
1523104320193071 12 T 7
1523104320193071 12 B 4.13097
1523104321295034 12 S 7c2a 100 760 100 0 0 0
1523104321295034 12 T 8
1523104321295034 12 B 4.13485
1523104322396718 12 S 7c2a 100 760 100 0 0 0
1523104322396718 12 T 7
1523104322396718 12 B 4.1333
1523104323498506 12 S 7c2a 100 760 100 0 0 0
1523104323498506 12 T 6
1523104323498506 12 B 4.13537
1523104324600181 12 S 7c2a 100 760 100 0 0 0
1523104324600181 12 T 8
1523104324600181 12 B 4.14106
1523104325701889 12 S 7c2a 100 760 100 0 0 0
1523104325701889 12 T 7
1523104325701889 12 B 4.1421
1523104326803582 12 S 7c2a 100 760 100 0 0 0
1523104326803582 12 T 7
1523104326803582 12 B 4.18403
1523104327905766 12 S 7c2a 100 760 100 0 0 0
1523104327905766 12 T 7
1523104327905766 12 B 4.13019
1523104329007439 12 S 7c2a 100 760 100 0 0 0
1523104329007439 12 T 7
1523104329007439 12 B 4.13848
1523104330109110 12 S 7c2a 100 760 100 0 0 0
1523104330109110 12 T 7
1523104330109110 12 B 4.12605
1523104331210787 12 S 7c2a 100 760 100 0 0 0
1523104331210787 12 T 7
1523104331210787 12 B 4.13951
1523104332313375 12 S 7c2a 100 760 100 0 0 0
1523104332313375 12 T 7
1523104332313375 12 B 4.16617
1523104333415425 12 S 7c2a 100 760 100 0 0 0
1523104333415425 12 T 7
1523104333415425 12 B 4.13822
1523104334517154 12 S 7c2a 100 760 100 0 0 0
1523104334517154 12 T 8
1523104334517154 12 B 4.14624
1523104335618774 12 S 7c2a 100 760 100 0 0 0
1523104335618774 12 T 7
1523104335618774 12 B 4.13226
1523104336720501 12 S 7c2a 100 760 100 0 0 0
1523104336720501 12 T 7
1523104336720501 12 B 4.13666
1523104337822170 12 S 7c2a 100 760 100 0 0 0
1523104337822170 12 T 7
1523104337822170 12 B 4.13848
1523104338923866 12 S 7c2a 100 760 100 0 0 0
1523104338923866 12 T 8
1523104338923866 12 B 4.12968
1523104340025446 12 S 7c2a 100 760 100 0 0 0
1523104340025446 12 T 7
1523104340025446 12 B 4.12553
1523104341127460 12 S 7c2a 100 760 100 0 0 0
1523104341127460 12 T 7
1523104341127460 12 B 4.13744
1523104342229171 12 S 7c2a 100 760 100 0 0 0
1523104342229171 12 T 7
1523104342229171 12 B 4.14546
1523104343330886 12 S 7c2a 100 760 100 0 0 0
1523104343330886 12 T 7
1523104343330886 12 B 4.13718
1523104344432592 12 S 7c2a 100 760 100 0 0 0
1523104344432592 12 T 7
1523104344432592 12 B 4.13252
1523104345534277 12 S 7c2a 100 760 100 0 0 0
1523104345534277 12 T 7
1523104345534277 12 B 4.14262
1523104346636043 12 S 7c2a 100 760 100 0 0 0
1523104346636043 12 T 7
1523104346636043 12 B 4.13666
1523104347737446 12 S 7c2a 100 760 100 0 0 0
1523104347737446 12 T 8
1523104347737446 12 B 4.15608
1523104348839446 12 S 7c2a 100 760 100 0 0 0
1523104348839446 12 T 7
1523104348839446 12 B 4.14262
1523104349941474 12 S 7c2a 100 760 100 0 0 0
1523104349941474 12 T 7
1523104349941474 12 B 4.13873
1523104351043158 12 S 7c2a 100 760 100 0 0 0
1523104351043158 12 T 7
1523104351043158 12 B 4.12786
1523104352144865 12 S 7c2a 100 760 100 0 0 0
1523104352144865 12 T 7
1523104352144865 12 B 4.13848
1523104353247394 12 S 7c2a 100 760 100 0 0 0
1523104353247394 12 T 8
1523104353247394 12 B 4.17264
1523104354348987 12 S 7c2a 100 760 100 0 0 0
1523104354348987 12 T 7
1523104354348987 12 B 4.13226
1523104355450965 12 S 7c2a 100 760 100 0 0 0
1523104355450965 12 T 8
1523104355450965 12 B 4.1232
1523104356552609 12 S 7c2a 100 760 100 0 0 0
1523104356552609 12 T 7
1523104356552609 12 B 4.13252
1523104357654316 12 S 7c2a 100 760 100 0 0 0
1523104357654316 12 T 7
1523104357654316 12 B 4.13563
1523104358756087 12 S 7c2a 100 760 100 0 0 0
1523104358756087 12 T 7
1523104358756087 12 B 4.13149
1523104359857750 12 S 7c2a 100 760 100 0 0 0
1523104359857750 12 T 7
1523104359857750 12 B 4.13822
1523104360959468 12 S 7c2a 100 760 100 0 0 0
1523104360959468 12 T 7
1523104360959468 12 B 4.14805
1523104362061463 12 S 7c2a 100 760 100 0 0 0
1523104362061463 12 T 7
1523104362061463 12 B 4.1408
1523104363163136 12 S 7c2a 100 760 100 0 0 0
1523104363163136 12 T 8
1523104363163136 12 B 4.13718
1523104364264867 12 S 7c2a 100 760 100 0 0 0
1523104364264867 12 T 7
1523104364264867 12 B 4.14055
1523104365366503 12 S 7c2a 100 760 100 0 0 0
1523104365366503 12 T 7
1523104365366503 12 B 4.13589
1523104366468237 12 S 7c2a 100 760 100 0 0 0
1523104366468237 12 T 7
1523104366468237 12 B 4.14236
1523104367569889 12 S 7c2a 100 760 100 0 0 0
1523104367569889 12 T 8
1523104367569889 12 B 4.13951
1523104368671588 12 S 7c2a 100 760 100 0 0 0
1523104368671588 12 T 8
1523104368671588 12 B 4.17704
1523104369773563 12 S 7c2a 100 760 100 0 0 0
1523104369773563 12 T 7
1523104369773563 12 B 4.14106
1523104370875554 12 S 7c2a 100 760 100 0 0 0
1523104370875554 12 T 7
1523104370875554 12 B 4.14132
1523104371977223 12 S 7c2a 100 760 100 0 0 0
1523104371977223 12 T 7
1523104371977223 12 B 4.13459
1523104373078998 12 S 7c2a 100 760 100 0 0 0
1523104373078998 12 T 7
1523104373078998 12 B 4.12657
1523104374181432 12 S 7c2a 100 760 100 0 0 0
1523104374181432 12 T 7
1523104374181432 12 B 4.15841
1523104375282948 12 S 7c2a 100 760 100 0 0 0
1523104375282948 12 T 7
1523104375282948 12 B 4.12346
1523104376384947 12 S 7c2a 100 760 100 0 0 0
1523104376384947 12 T 7
1523104376384947 12 B 4.12942
1523104377486681 12 S 7c2a 100 760 100 0 0 0
1523104377486681 12 T 7
1523104377486681 12 B 4.12579
1523104378588440 12 S 7c2a 100 760 100 0 0 0
1523104378588440 12 T 7
1523104378588440 12 B 4.12528
1523104379690143 12 S 7c2a 100 760 100 0 0 0
1523104379690143 12 T 7
1523104379690143 12 B 4.12579
1523104380791823 12 S 7c2a 100 760 100 0 0 0
1523104380791823 12 T 7
1523104380791823 12 B 4.13408
1523104381893601 12 S 7c2a 100 760 100 0 0 0
1523104381893601 12 T 7
1523104381893601 12 B 4.17342
1523104456014066 12 S 7c2a 100 760 100 0 0 0
1523104456014066 12 T 8
1523104456014066 12 B 4.12683
1523104457115797 12 S 7c2a 100 760 100 0 0 0
1523104457115797 12 T 8
1523104457115797 12 B 4.14236
1523104458217492 12 S 7c2a 100 760 100 0 0 0
1523104458217492 12 T 8
1523104458217492 12 B 4.14184
1523104459319219 12 S 7c2a 100 760 100 0 0 0
1523104459319219 12 T 8
1523104459319219 12 B 4.17497
1523104460420760 12 S 7c2a 100 760 100 0 0 0
1523104460420760 12 T 8
1523104460420760 12 B 4.14339
1523104461522704 12 S 7c2a 100 760 100 0 0 0
1523104461522704 12 T 8
1523104461522704 12 B 4.13097
1523104462624403 12 S 7c2a 100 760 100 0 0 0
1523104462624403 12 T 8
1523104462624403 12 B 4.13796
1523104463726053 12 S 7c2a 100 760 100 0 0 0
1523104463726053 12 T 7
1523104463726053 12 B 4.1333
1523104464827525 12 S 7c2a 100 760 100 0 0 0
1523104464827525 12 T 8
1523104464827525 12 B 4.13744
1523104465929508 12 S 7c2a 100 760 100 0 0 0
1523104465929508 12 T 8
1523104465929508 12 B 4.1408
1523104467031355 12 S 7c2a 100 760 100 0 0 0
1523104467031355 12 T 8
1523104467031355 12 B 4.16928
1523104468133356 12 S 7c2a 100 760 100 0 0 0
1523104468133356 12 T 8
1523104468133356 12 B 4.13356
1523104469235065 12 S 7c2a 100 760 100 0 0 0
1523104469235065 12 T 7
1523104469235065 12 B 4.13563
1523104470336788 12 S 7c2a 100 760 100 0 0 0
1523104470336788 12 T 7
1523104470336788 12 B 4.13433
1523104471438627 12 S 7c2a 100 760 100 0 0 0
1523104471438627 12 T 7
1523104471438627 12 B 4.13485
1523104472540274 12 S 7c2a 100 760 100 0 0 0
1523104472540274 12 T 7
1523104472540274 12 B 4.13615
1523104473642028 12 S 7c2a 100 760 100 0 0 0
1523104473642028 12 T 8
1523104473642028 12 B 4.14055
1523104474743688 12 S 7c2a 100 760 100 0 0 0
