#t   #theta   #omega   #xddot    #yddot
5.23 3.09085 -0.0339017 -0.653091 -9.7976
5.24 3.09047 -0.0417045 -0.657951 -9.79753
5.25 3.09001 -0.0495712 -0.663819 -9.79745
5.26 3.08948 -0.0575137 -0.670703 -9.79734
5.27 3.08886 -0.0655444 -0.678613 -9.79722
5.28 3.08817 -0.0736753 -0.687562 -9.79709
5.29 3.08739 -0.0819191 -0.697563 -9.79693
5.3 3.08653 -0.0902882 -0.708632 -9.79676
5.31 3.08558 -0.0987955 -0.720784 -9.79657
5.32 3.08455 -0.107454 -0.734039 -9.79635
5.33 3.08343 -0.116277 -0.748417 -9.79612
5.34 3.08223 -0.125278 -0.763939 -9.79586
5.35 3.08093 -0.134471 -0.780629 -9.79557
5.36 3.07954 -0.143869 -0.798512 -9.79526
5.37 3.07805 -0.153488 -0.817615 -9.79491
5.38 3.07646 -0.163341 -0.837967 -9.79454
5.39 3.07478 -0.173444 -0.859599 -9.79413
5.4 3.073 -0.183813 -0.882543 -9.79369
5.41 3.0711 -0.194463 -0.906833 -9.7932
5.42 3.0691 -0.20541 -0.932507 -9.79268
5.43 3.06699 -0.216671 -0.959603 -9.79211
5.44 3.06477 -0.228263 -0.988161 -9.79149
5.45 3.06243 -0.240205 -1.01823 -9.79082
5.46 3.05997 -0.252513 -1.04984 -9.79009
5.47 3.05738 -0.265207 -1.08305 -9.7893
5.48 3.05466 -0.278306 -1.11791 -9.78845
5.49 3.05181 -0.291831 -1.15446 -9.78752
5.5 3.04882 -0.305801 -1.19277 -9.78652
5.51 3.04569 -0.320237 -1.23289 -9.78543
5.52 3.04242 -0.335163 -1.27488 -9.78426
5.53 3.03899 -0.350599 -1.3188 -9.78299
5.54 3.0354 -0.36657 -1.36471 -9.78162
5.55 3.03165 -0.3831 -1.41269 -9.78013
5.56 3.02774 -0.400214 -1.46279 -9.77852
5.57 3.02365 -0.417938 -1.5151 -9.77678
5.58 3.01938 -0.436297 -1.56969 -9.7749
5.59 3.01492 -0.455321 -1.62664 -9.77286
5.6 3.01027 -0.475036 -1.68603 -9.77066
5.61 3.00542 -0.495474 -1.74795 -9.76828
5.62 3.00036 -0.516665 -1.81247 -9.76571
5.63 2.99508 -0.538639 -1.8797 -9.76292
5.64 2.98958 -0.56143 -1.94972 -9.75992
5.65 2.98385 -0.585073 -2.02264 -9.75666
5.66 2.97788 -0.6096 -2.09855 -9.75315
5.67 2.97165 -0.63505 -2.17756 -9.74935
5.68 2.96517 -0.66146 -2.25976 -9.74524
5.69 2.95842 -0.688867 -2.34528 -9.7408
5.7 2.95139 -0.717313 -2.43423 -9.736
5.71 2.94407 -0.746839 -2.52671 -9.73081
5.72 2.93645 -0.777488 -2.62285 -9.7252
5.73 2.92852 -0.809303 -2.72276 -9.71914
5.74 2.92026 -0.842331 -2.82658 -9.7126
5.75 2.91167 -0.876618 -2.93443 -9.70552
5.76 2.90272 -0.912215 -3.04642 -9.69788
5.77 2.89342 -0.949169 -3.16271 -9.68963
5.78 2.88374 -0.987535 -3.2834 -9.68071
5.79 2.87366 -1.02736 -3.40864 -9.67108
5.8 2.86318 -1.06871 -3.53857 -9.66068
5.81 2.85228 -1.11163 -3.6733 -9.64945
5.82 2.84095 -1.15619 -3.81297 -9.63733
5.83 2.82915 -1.20244 -3.95772 -9.62424
5.84 2.81689 -1.25044 -4.10767 -9.61011
5.85 2.80414 -1.30026 -4.26294 -9.59486
5.86 2.79088 -1.35196 -4.42366 -9.5784
5.87 2.77709 -1.40561 -4.58993 -9.56065
5.88 2.76276 -1.46127 -4.76187 -9.5415
5.89 2.74786 -1.51901 -4.93958 -9.52085
5.9 2.73237 -1.5789 -5.12313 -9.49859
5.91 2.71627 -1.64101 -5.31261 -9.47459
5.92 2.69954 -1.70542 -5.50808 -9.44873
5.93 2.68216 -1.77218 -5.70958 -9.42086
5.94 2.66409 -1.84138 -5.91712 -9.39086
5.95 2.64532 -1.91309 -6.13071 -9.35855
5.96 2.62582 -1.98738 -6.35032 -9.32378
5.97 2.60557 -2.06431 -6.57589 -9.28637
5.98 2.58453 -2.14397 -6.80731 -9.24615
5.99 2.56268 -2.22641 -7.04446 -9.20291
6 2.53999 -2.31171 -7.28715 -9.15646
6.01 2.51643 -2.39994 -7.53515 -9.10658
6.02 2.49198 -2.49114 -7.78817 -9.05304
6.03 2.4666 -2.58539 -8.04586 -8.99563
6.04 2.44026 -2.68273 -8.3078 -8.9341
6.05 2.41294 -2.78321 -8.57347 -8.86819
6.06 2.38459 -2.88687 -8.8423 -8.79766
6.07 2.35519 -2.99375 -9.11361 -8.72224
6.08 2.3247 -3.10387 -9.3866 -8.64166
6.09 2.2931 -3.21724 -9.66039 -8.55566
6.1 2.26035 -3.33388 -9.93396 -8.46397
6.11 2.22641 -3.45376 -10.2062 -8.36632
6.12 2.19126 -3.57687 -10.4757 -8.26246
6.13 2.15486 -3.70317 -10.7412 -8.15213
6.14 2.11719 -3.83259 -11.001 -8.03509
6.15 2.0782 -3.96507 -11.2534 -7.91113
6.16 2.03788 -4.10049 -11.4965 -7.78006
6.17 1.99618 -4.23875 -11.7281 -7.6417
6.18 1.95309 -4.37968 -11.9461 -7.49595
6.19 1.90858 -4.52311 -12.148 -7.34271
6.2 1.86262 -4.66884 -12.3312 -7.18197
6.21 1.8152 -4.81663 -12.493 -7.01375
6.22 1.76628 -4.9662 -12.6304 -6.83816
6.23 1.71587 -5.11724 -12.7404 -6.6554
6.24 1.66393 -5.26942 -12.8198 -6.46572
6.25 1.61048 -5.42234 -12.8655 -6.26952
6.26 1.55549 -5.57559 -12.8741 -6.06727
6.27 1.49896 -5.72871 -12.8424 -5.85956
6.28 1.44091 -5.88119 -12.7672 -5.64713
6.29 1.38134 -6.03251 -12.6452 -5.4308
6.3 1.32027 -6.18207 -12.4737 -5.21157
6.31 1.25771 -6.32929 -12.2497 -4.99055
6.32 1.19369 -6.47352 -11.9709 -4.76897
6.33 1.12825 -6.61409 -11.6353 -4.5482
6.34 1.06143 -6.75031 -11.2411 -4.32973
6.35 0.993263 -6.8815 -10.7874 -4.11514
6.36 0.923816 -7.00692 -10.2736 -3.90611
6.37 0.853147 -7.12587 -9.6999 -3.70438
6.38 0.781323 -7.23763 -9.06726 -3.51174
6.39 0.70842 -7.34153 -8.37733 -3.32998
6.4 0.634521 -7.43688 -7.63256 -3.16088
6.41 0.559713 -7.52305 -6.83623 -3.00619
6.42 0.484092 -7.59945 -5.99238 -2.86753
6.43 0.407759 -7.66556 -5.10586 -2.74645
6.44 0.330817 -7.72088 -4.18221 -2.64431
6.45 0.253378 -7.76501 -3.22761 -2.5623
6.46 0.175556 -7.79763 -2.24879 -2.50138
6.47 0.0974651 -7.81848 -1.25294 -2.4623
6.48 0.0192256 -7.82742 -0.247526 -2.44552
6.49 -0.0590434 -7.82437 0.759778 -2.45125
6.5 -0.137222 -7.80935 1.76128 -2.47942
6.51 -0.215191 -7.78249 2.74938 -2.52969
6.52 -0.292833 -7.74398 3.71675 -2.60144
6.53 -0.370033 -7.6941 4.65642 -2.69383
6.54 -0.446678 -7.63324 5.56191 -2.80577
6.55 -0.522662 -7.56184 6.42737 -2.93598
6.56 -0.597882 -7.48039 7.2476 -3.08299
6.57 -0.672238 -7.38947 8.01815 -3.24522
6.58 -0.745641 -7.28969 8.73538 -3.42098
6.59 -0.818005 -7.18171 9.39642 -3.60851
6.6 -0.889251 -7.0662 9.99921 -3.806
6.61 -0.959306 -6.94387 10.5425 -4.01166
6.62 -1.02811 -6.81543 11.0257 -4.22373
6.63 -1.0956 -6.68159 11.449 -4.4405
6.64 -1.16172 -6.54307 11.8133 -4.66033
6.65 -1.22644 -6.40055 12.1198 -4.88169
6.66 -1.28972 -6.25472 12.3704 -5.10315
6.67 -1.35153 -6.10623 12.5673 -5.32341
6.68 -1.41184 -5.9557 12.7133 -5.54129
6.69 -1.47064 -5.80373 12.8111 -5.75575
6.7 -1.52791 -5.65086 12.8638 -5.96588
6.71 -1.58366 -5.49761 12.8746 -6.17089
6.72 -1.63787 -5.34447 12.8467 -6.37013
6.73 -1.69055 -5.19188 12.7834 -6.56307
6.74 -1.74171 -5.04023 12.688 -6.74927
6.75 -1.79136 -4.8899 12.5637 -6.92841
6.76 -1.83951 -4.7412 12.4136 -7.10026
6.77 -1.88619 -4.59443 12.2405 -7.26469
6.78 -1.93141 -4.44984 12.0475 -7.42161
6.79 -1.97519 -4.30765 11.8371 -7.57104
6.8 -2.01757 -4.16806 11.6118 -7.71301
6.81 -2.05856 -4.03123 11.3741 -7.84764
6.82 -2.0982 -3.89729 11.126 -7.97508
6.83 -2.13652 -3.76636 10.8696 -8.09549
6.84 -2.17354 -3.63851 10.6067 -8.20909
6.85 -2.2093 -3.51383 10.339 -8.3161
6.86 -2.24383 -3.39236 10.0679 -8.41677
6.87 -2.27716 -3.27413 9.79487 -8.51135
6.88 -2.30932 -3.15915 9.52105 -8.60011
6.89 -2.34035 -3.04744 9.24755 -8.68332
6.9 -2.37028 -2.93897 8.97531 -8.76124
6.91 -2.39914 -2.83373 8.70517 -8.83414
6.92 -2.42696 -2.73169 8.43787 -8.90228
6.93 -2.45378 -2.63281 8.17403 -8.96593
6.94 -2.47963 -2.53706 7.9142 -9.02534
6.95 -2.50454 -2.44436 7.65884 -9.08075
6.96 -2.52853 -2.35468 7.40833 -9.1324
6.97 -2.55164 -2.26795 7.163 -9.18051
6.98 -2.5739 -2.18411 6.9231 -9.2253
6.99 -2.59533 -2.1031 6.68884 -9.26698
7 -2.61597 -2.02483 6.46038 -9.30575
7.01 -2.63584 -1.94925 6.23784 -9.34179
7.02 -2.65496 -1.87629 6.02129 -9.37528
7.03 -2.67337 -1.80587 5.81077 -9.4064
7.04 -2.69109 -1.73791 5.60631 -9.4353
7.05 -2.70814 -1.67236 5.40788 -9.46213
7.06 -2.72454 -1.60913 5.21547 -9.48702
7.07 -2.74033 -1.54816 5.02901 -9.51013
7.08 -2.75551 -1.48937 4.84844 -9.53155
7.09 -2.77012 -1.43269 4.67368 -9.55143
7.1 -2.78417 -1.37807 4.50463 -9.56985
7.11 -2.79769 -1.32542 4.3412 -9.58693
7.12 -2.81069 -1.27468 4.18327 -9.60276
7.13 -2.82319 -1.2258 4.03072 -9.61743
7.14 -2.83521 -1.17869 3.88343 -9.63102
7.15 -2.84677 -1.13331 3.74128 -9.64361
7.16 -2.85788 -1.0896 3.60414 -9.65527
7.17 -2.86857 -1.04748 3.47187 -9.66607
7.18 -2.87884 -1.00691 3.34435 -9.67607
7.19 -2.88871 -0.967836 3.22143 -9.68534
7.2 -2.8982 -0.930195 3.103 -9.69391
7.21 -2.90732 -0.893937 2.98891 -9.70184
7.22 -2.91608 -0.859013 2.87905 -9.70919
7.23 -2.9245 -0.825372 2.77327 -9.71599
7.24 -2.93259 -0.792967 2.67145 -9.72228
7.25 -2.94037 -0.761751 2.57347 -9.72811
7.26 -2.94783 -0.731679 2.47921 -9.7335
7.27 -2.955 -0.702708 2.38854 -9.73848
7.28 -2.96189 -0.674796 2.30135 -9.7431
7.29 -2.9685 -0.647901 2.21753 -9.74737
7.3 -2.97485 -0.621984 2.13697 -9.75132
7.31 -2.98095 -0.597008 2.05955 -9.75497
7.32 -2.98679 -0.572935 1.98518 -9.75835
7.33 -2.99241 -0.54973 1.91374 -9.76148
7.34 -2.99779 -0.527359 1.84515 -9.76437
7.35 -3.00296 -0.505787 1.77931 -9.76704
7.36 -3.00791 -0.484984 1.71613 -9.76951
7.37 -3.01266 -0.464917 1.65551 -9.7718
7.38 -3.01721 -0.445557 1.59737 -9.77392
7.39 -3.02157 -0.426875 1.54163 -9.77587
7.4 -3.02575 -0.408842 1.48821 -9.77768
7.41 -3.02975 -0.391432 1.43703 -9.77935
7.42 -3.03358 -0.374619 1.38802 -9.7809
7.43 -3.03725 -0.358376 1.3411 -9.78233
7.44 -3.04075 -0.34268 1.29621 -9.78365
7.45 -3.0441 -0.327506 1.25328 -9.78487
7.46 -3.0473 -0.312832 1.21225 -9.786
7.47 -3.05036 -0.298636 1.17306 -9.78704
7.48 -3.05328 -0.284895 1.13565 -9.788
7.49 -3.05606 -0.27159 1.09996 -9.78889
7.5 -3.05871 -0.258699 1.06595 -9.78971
7.51 -3.06123 -0.246203 1.03356 -9.79047
7.52 -3.06363 -0.234084 1.00274 -9.79116
7.53 -3.06592 -0.222323 0.973447 -9.79181
7.54 -3.06808 -0.210901 0.945638 -9.7924
7.55 -3.07014 -0.199802 0.91927 -9.79295
7.56 -3.07208 -0.189008 0.894305 -9.79345
7.57 -3.07392 -0.178503 0.870704 -9.79392
7.58 -3.07565 -0.168272 0.848432 -9.79434
7.59 -3.07728 -0.158298 0.827455 -9.79473
7.6 -3.07882 -0.148565 0.807742 -9.79509
7.61 -3.08026 -0.139061 0.789263 -9.79542
7.62 -3.0816 -0.129769 0.771991 -9.79572
7.63 -3.08285 -0.120675 0.755898 -9.79599
7.64 -3.08401 -0.111767 0.740961 -9.79624
7.65 -3.08509 -0.103029 0.727157 -9.79647
7.66 -3.08607 -0.0944488 0.714465 -9.79667
7.67 -3.08698 -0.0860134 0.702867 -9.79685
7.68 -3.0878 -0.0777096 0.692343 -9.79702
7.69 -3.08853 -0.0695248 0.682879 -9.79716
7.7 -3.08919 -0.0614465 0.674461 -9.79729
7.71 -3.08976 -0.0534622 0.667074 -9.7974
7.72 -3.09026 -0.0455597 0.660708 -9.79749
7.73 -3.09067 -0.037727 0.655354 -9.79757
7.74 -3.09101 -0.029952 0.651003 -9.79763
7.75 -3.09127 -0.022223 0.647649 -9.79768
7.76 -3.09145 -0.0145279 0.645286 -9.79771
7.77 -3.09156 -0.00685507 0.643912 -9.79773
7.78 -3.09159 0.000807251 0.643523 -9.79774
7.79 -3.09155 0.00847081 0.644119 -9.79773
7.8 -3.09142 0.0161473 0.645702 -9.79771
7.81 -3.09122 0.0238486 0.648273 -9.79767
7.82 -3.09095 0.0315864 0.651837 -9.79762
7.83 -3.09059 0.0393725 0.656399 -9.79755
7.84 -3.09016 0.0472189 0.661965 -9.79747
7.85 -3.08965 0.0551376 0.668545 -9.79738
7.86 -3.08905 0.0631407 0.676149 -9.79726
7.87 -3.08838 0.0712405 0.684787 -9.79713
7.88 -3.08763 0.0794493 0.694472 -9.79698
7.89 -3.08679 0.0877797 0.705221 -9.79682
7.9 -3.08587 0.0962446 0.717049 -9.79663
7.91 -3.08487 0.104857 0.729973 -9.79642
7.92 -3.08378 0.113629 0.744014 -9.79619
7.93 -3.08259 0.122576 0.759193 -9.79594
7.94 -3.08132 0.13171 0.775532 -9.79566
7.95 -3.07996 0.141046 0.793056 -9.79535
7.96 -3.0785 0.150597 0.811793 -9.79502
7.97 -3.07695 0.160379 0.83177 -9.79465
7.98 -3.07529 0.170406 0.853017 -9.79426
7.99 -3.07354 0.180694 0.875566 -9.79382
8 -3.07168 0.191258 0.899451 -9.79335
8.01 -3.06971 0.202115 0.924709 -9.79284
8.02 -3.06764 0.213281 0.951377 -9.79228
8.03 -3.06545 0.224773 0.979495 -9.79168
8.04 -3.06314 0.236608 1.00911 -9.79102
8.05 -3.06071 0.248805 1.04025 -9.79031
8.06 -3.05816 0.261382 1.07298 -9.78954
8.07 -3.05548 0.274359 1.10734 -9.78871
8.08 -3.05267 0.287754 1.14339 -9.7878
8.09 -3.04973 0.301589 1.18117 -9.78683
8.1 -3.04664 0.315884 1.22074 -9.78577
8.11 -3.04341 0.330662 1.26217 -9.78462
8.12 -3.04002 0.345944 1.3055 -9.78338
8.13 -3.03649 0.361753 1.35081 -9.78204
8.14 -3.03279 0.378114 1.39817 -9.78058
8.15 -3.02892 0.395051 1.44763 -9.77901
8.16 -3.02488 0.41259 1.49928 -9.77731
8.17 -3.02067 0.430757 1.55318 -9.77547
8.18 -3.01627 0.44958 1.60942 -9.77349
8.19 -3.01167 0.469086 1.66807 -9.77133
8.2 -3.00688 0.489306 1.72923 -9.76901
8.21 -3.00189 0.510268 1.79296 -9.7665
8.22 -2.99668 0.532006 1.85938 -9.76378
8.23 -2.99124 0.55455 1.92856 -9.76084
8.24 -2.98558 0.577935 2.0006 -9.75766
8.25 -2.97968 0.602195 2.07561 -9.75422
8.26 -2.97353 0.627367 2.15368 -9.75051
8.27 -2.96713 0.653486 2.23492 -9.74649
8.28 -2.96046 0.680592 2.31944 -9.74216
8.29 -2.95352 0.708724 2.40735 -9.73747
8.3 -2.94628 0.737924 2.49877 -9.7324
8.31 -2.93875 0.768233 2.59381 -9.72692
8.32 -2.93092 0.799696 2.69258 -9.721
8.33 -2.92276 0.832358 2.79523 -9.7146
8.34 -2.91426 0.866265 2.90186 -9.70769
8.35 -2.90543 0.901466 3.0126 -9.70022
8.36 -2.89623 0.93801 3.12759 -9.69216
8.37 -2.88666 0.97595 3.24696 -9.68344
8.38 -2.87671 1.01534 3.37084 -9.67403
8.39 -2.86635 1.05623 3.49935 -9.66387
8.4 -2.85558 1.09867 3.63263 -9.65289
8.41 -2.84437 1.14274 3.77082 -9.64104
8.42 -2.83272 1.18848 3.91404 -9.62824
8.43 -2.8206 1.23595 4.06243 -9.61443
8.44 -2.80799 1.28522 4.2161 -9.59952
8.45 -2.79488 1.33635 4.37518 -9.58344
8.46 -2.78126 1.38941 4.53979 -9.56608
8.47 -2.76709 1.44447 4.71003 -9.54736
8.48 -2.75236 1.50158 4.88601 -9.52717
8.49 -2.73705 1.56082 5.06781 -9.5054
8.5 -2.72114 1.62227 5.25552 -9.48193
8.51 -2.7046 1.68598 5.4492 -9.45664
8.52 -2.68741 1.75203 5.64889 -9.42939
8.53 -2.66955 1.8205 5.85463 -9.40003
8.54 -2.65099 1.89145 6.06642 -9.36843
8.55 -2.63171 1.96496 6.28424 -9.33441
8.56 -2.61168 2.0411 6.50804 -9.29781
8.57 -2.59088 2.11994 6.73773 -9.25844
8.58 -2.56928 2.20155 6.97319 -9.21612
8.59 -2.54684 2.28599 7.21425 -9.17065
8.6 -2.52355 2.37334 7.4607 -9.12181
8.61 -2.49936 2.46365 7.71226 -9.06939
8.62 -2.47426 2.55698 7.9686 -9.01316
8.63 -2.44821 2.65339 8.22931 -8.95288
8.64 -2.42119 2.75293 8.49393 -8.8883
8.65 -2.39315 2.85564 8.76189 -8.81918
8.66 -2.36406 2.96156 9.03253 -8.74524
8.67 -2.3339 3.07071 9.30511 -8.66623
8.68 -2.30264 3.18311 9.57877 -8.58188
8.69 -2.27023 3.29878 9.85252 -8.49191
8.7 -2.23665 3.41769 10.1253 -8.39607
8.71 -2.20187 3.53984 10.3957 -8.29408
8.72 -2.16584 3.6652 10.6626 -8.1857
8.73 -2.12855 3.79369 10.9243 -8.07069
8.74 -2.08996 3.92527 11.1791 -7.94881
8.75 -2.05004 4.05983 11.4251 -7.81988
8.76 -2.00875 4.19725 11.6604 -7.68371
8.77 -1.96608 4.33741 11.8827 -7.54017
8.78 -1.922 4.48012 12.0897 -7.38917
8.79 -1.87647 4.62519 12.2788 -7.23066
8.8 -1.82949 4.77239 12.4472 -7.06466
8.81 -1.78102 4.92145 12.5922 -6.89125
8.82 -1.73105 5.07209 12.7106 -6.7106
8.83 -1.67957 5.22397 12.7995 -6.52296
8.84 -1.62657 5.37671 12.8556 -6.32865
8.85 -1.57204 5.52991 12.8756 -6.12815
8.86 -1.51597 5.68312 12.8563 -5.922
8.87 -1.45837 5.83585 12.7943 -5.71089
8.88 -1.39926 5.98757 12.6867 -5.49563
8.89 -1.33863 6.13772 12.5302 -5.27715
8.9 -1.27651 6.2857 12.3221 -5.05654
8.91 -1.21292 6.43088 12.0599 -4.83499
8.92 -1.1479 6.57262 11.7414 -4.61383
8.93 -1.08149 6.71021 11.3648 -4.39451
8.94 -1.01372 6.84297 10.9289 -4.17859
8.95 -0.944645 6.97018 10.433 -3.96773
8.96 -0.874333 7.09114 9.87709 -3.76364
8.97 -0.802845 7.20512 9.26189 -3.5681
8.98 -0.730256 7.31143 8.58882 -3.3829
8.99 -0.656645 7.40939 7.86009 -3.20985
9 -0.582098 7.49836 7.07873 -3.05069
9.01 -0.506709 7.57774 6.24857 -2.90709
9.02 -0.430577 7.64696 5.37423 -2.78062
9.03 -0.353805 7.70554 4.46102 -2.6727
9.04 -0.276503 7.75305 3.51496 -2.58457
9.05 -0.198783 7.78913 2.54263 -2.51728
9.06 -0.12076 7.81351 1.55108 -2.47163
9.07 -0.0425521 7.82601 0.547719 -2.44817
9.08 0.0357206 7.82653 -0.459828 -2.44718
9.09 0.113939 7.81508 -1.46386 -2.46869
9.1 0.191982 7.79172 -2.45674 -2.51242
9.11 0.269734 7.75666 -3.43103 -2.57785
9.12 0.347077 7.71013 -4.37966 -2.6642
9.13 0.4239 7.65251 -5.29598 -2.77044
9.14 0.500092 7.58419 -6.17394 -2.89534
9.15 0.57555 7.50568 -7.00815 -3.03751
9.16 0.650173 7.41752 -7.79393 -3.19538
9.17 0.72387 7.32032 -8.52739 -3.36729
9.18 0.796552 7.21471 -9.20542 -3.55149
9.19 0.868138 7.10137 -9.82574 -3.7462
9.2 0.938556 6.981 -10.3868 -3.94962
9.21 1.00774 6.8543 -10.888 -4.15996
9.22 1.07562 6.722 -11.3291 -4.3755
9.23 1.14216 6.5848 -11.7108 -4.59459
9.24 1.20731 6.4434 -12.0343 -4.81565
9.25 1.27102 6.29849 -12.3014 -5.03722
9.26 1.33327 6.15073 -12.5141 -5.25796
9.27 1.39402 6.00074 -12.675 -5.47667
9.28 1.45327 5.84914 -12.7868 -5.69225
9.29 1.511 5.69648 -12.8526 -5.90376
9.3 1.5672 5.54329 -12.8755 -6.11037
9.31 1.62187 5.39007 -12.8588 -6.31139
9.32 1.67501 5.23727 -12.8058 -6.50625
9.33 1.72662 5.08531 -12.7196 -6.6945
9.34 1.77672 4.93454 -12.6036 -6.87577
9.35 1.82531 4.78533 -12.4608 -7.04982
9.36 1.87243 4.63795 -12.2943 -7.21647
9.37 1.91808 4.49269 -12.107 -7.37563
9.38 1.96229 4.34976 -11.9015 -7.52729
9.39 2.00508 4.20938 -11.6804 -7.67147
9.4 2.04649 4.07171 -11.4461 -7.80828
9.41 2.08653 3.9369 -11.2009 -7.93784
9.42 2.12523 3.80506 -10.9468 -8.06032
9.43 2.16264 3.67629 -10.6857 -8.17593
9.44 2.19877 3.55066 -10.4192 -8.28488
9.45 2.23366 3.42823 -10.149 -8.38741
9.46 2.26735 3.30903 -9.87638 -8.48378
9.47 2.29985 3.19308 -9.60267 -8.57425
9.48 2.33122 3.08039 -9.32897 -8.65908
9.49 2.36147 2.97096 -9.05626 -8.73855
9.5 2.39065 2.86476 -8.78542 -8.81292
9.51 2.41878 2.76177 -8.5172 -8.88246
9.52 2.44589 2.66195 -8.25227 -8.94742
9.53 2.47203 2.56527 -7.99119 -9.00807
9.54 2.49721 2.47167 -7.73445 -9.06464
9.55 2.52147 2.3811 -7.48246 -9.11738
9.56 2.54484 2.2935 -7.23556 -9.16652
9.57 2.56735 2.2088 -6.99401 -9.21228
9.58 2.58903 2.12695 -6.75806 -9.25487
9.59 2.6099 2.04787 -6.52786 -9.29449
9.6 2.62999 1.9715 -6.30354 -9.33132
9.61 2.64934 1.89777 -6.0852 -9.36556
9.62 2.66796 1.82659 -5.87288 -9.39737
9.63 2.68588 1.75791 -5.66661 -9.42691
9.64 2.70312 1.69165 -5.46639 -9.45434
9.65 2.71972 1.62774 -5.27219 -9.4798
9.66 2.73569 1.5661 -5.08396 -9.50342
9.67 2.75105 1.50667 -4.90164 -9.52534
9.68 2.76583 1.44937 -4.72516 -9.54566
9.69 2.78004 1.39414 -4.55442 -9.56451
9.7 2.79372 1.34091 -4.38933 -9.58198
9.71 2.80687 1.28961 -4.22977 -9.59817
9.72 2.81951 1.24018 -4.07563 -9.61318
9.73 2.83168 1.19255 -3.92679 -9.62708
9.74 2.84337 1.14666 -3.78312 -9.63996
9.75 2.85462 1.10245 -3.6445 -9.65189
9.76 2.86543 1.05987 -3.51079 -9.66294
9.77 2.87582 1.01885 -3.38187 -9.67317
9.78 2.88581 0.979329 -3.25759 -9.68265
9.79 2.89541 0.941266 -3.13784 -9.69142
9.8 2.90464 0.904602 -3.02247 -9.69954
9.81 2.91351 0.869285 -2.91136 -9.70706
9.82 2.92203 0.835267 -2.80437 -9.71402
9.83 2.93022 0.802499 -2.70139 -9.72046
9.84 2.93808 0.770933 -2.60228 -9.72642
9.85 2.94564 0.740525 -2.50692 -9.73193
9.86 2.9529 0.71123 -2.41519 -9.73704
9.87 2.95987 0.683006 -2.32698 -9.74176
9.88 2.96656 0.655812 -2.24217 -9.74613
9.89 2.97299 0.629608 -2.16064 -9.75017
9.9 2.97916 0.604356 -2.0823 -9.75391
9.91 2.98508 0.580017 -2.00703 -9.75737
9.92 2.99076 0.556558 -1.93473 -9.76057
9.93 2.99621 0.533941 -1.8653 -9.76353
9.94 3.00144 0.512135 -1.79865 -9.76627
9.95 3.00646 0.491105 -1.73469 -9.7688
9.96 3.01126 0.470822 -1.67331 -9.77114
9.97 3.01587 0.451255 -1.61444 -9.7733
9.98 3.02029 0.432373 -1.558 -9.77531
9.99 3.02452 0.41415 -1.50389 -9.77716
10 3.02858 0.396558 -1.45205 -9.77887
