#t   #theta   #omega   #xddot    #yddot
5.25 3.09001 -0.0495712 -0.900897 -9.79818
5.26 3.08948 -0.0575137 -0.910239 -9.79834
5.27 3.08886 -0.0655444 -0.920975 -9.79851
5.28 3.08817 -0.0736753 -0.93312 -9.79872
5.29 3.08739 -0.0819191 -0.946693 -9.79895
5.3 3.08653 -0.0902882 -0.961714 -9.79921
5.31 3.08558 -0.0987955 -0.978207 -9.7995
5.32 3.08455 -0.107454 -0.996196 -9.79982
5.33 3.08343 -0.116277 -1.01571 -9.80017
5.34 3.08223 -0.125278 -1.03677 -9.80056
5.35 3.08093 -0.134471 -1.05942 -9.80099
5.36 3.07954 -0.143869 -1.08369 -9.80147
5.37 3.07805 -0.153488 -1.10962 -9.80198
5.38 3.07646 -0.163341 -1.13724 -9.80254
5.39 3.07478 -0.173444 -1.1666 -9.80315
5.4 3.073 -0.183813 -1.19774 -9.80382
5.41 3.0711 -0.194463 -1.2307 -9.80455
5.42 3.0691 -0.20541 -1.26555 -9.80533
5.43 3.06699 -0.216671 -1.30232 -9.80619
5.44 3.06477 -0.228263 -1.34108 -9.80712
5.45 3.06243 -0.240205 -1.38188 -9.80813
5.46 3.05997 -0.252513 -1.42478 -9.80922
5.47 3.05738 -0.265207 -1.46985 -9.8104
5.48 3.05466 -0.278306 -1.51716 -9.81168
5.49 3.05181 -0.291831 -1.56677 -9.81307
5.5 3.04882 -0.305801 -1.61876 -9.81457
5.51 3.04569 -0.320237 -1.67321 -9.8162
5.52 3.04242 -0.335163 -1.73019 -9.81796
5.53 3.03899 -0.350599 -1.7898 -9.81987
5.54 3.0354 -0.36657 -1.85211 -9.82193
5.55 3.03165 -0.3831 -1.91722 -9.82416
5.56 3.02774 -0.400214 -1.98522 -9.82657
5.57 3.02365 -0.417938 -2.05621 -9.82918
5.58 3.01938 -0.436297 -2.1303 -9.832
5.59 3.01492 -0.455321 -2.20759 -9.83506
5.6 3.01027 -0.475036 -2.28819 -9.83836
5.61 3.00542 -0.495474 -2.37221 -9.84193
5.62 3.00036 -0.516665 -2.45978 -9.84579
5.63 2.99508 -0.538639 -2.55102 -9.84996
5.64 2.98958 -0.56143 -2.64605 -9.85448
5.65 2.98385 -0.585073 -2.74501 -9.85936
5.66 2.97788 -0.6096 -2.84803 -9.86463
5.67 2.97165 -0.63505 -2.95526 -9.87033
5.68 2.96517 -0.66146 -3.06682 -9.8765
5.69 2.95842 -0.688867 -3.18289 -9.88316
5.7 2.95139 -0.717313 -3.30359 -9.89036
5.71 2.94407 -0.746839 -3.4291 -9.89814
5.72 2.93645 -0.777488 -3.55958 -9.90655
5.73 2.92852 -0.809303 -3.69518 -9.91563
5.74 2.92026 -0.842331 -3.83608 -9.92545
5.75 2.91167 -0.876618 -3.98243 -9.93606
5.76 2.90272 -0.912215 -4.13443 -9.94752
5.77 2.89342 -0.949169 -4.29224 -9.95991
5.78 2.88374 -0.987535 -4.45605 -9.97328
5.79 2.87366 -1.02736 -4.62602 -9.98773
5.8 2.86318 -1.06871 -4.80234 -10.0033
5.81 2.85228 -1.11163 -4.98519 -10.0202
5.82 2.84095 -1.15619 -5.17475 -10.0384
5.83 2.82915 -1.20244 -5.37119 -10.058
5.84 2.81689 -1.25044 -5.57469 -10.0792
5.85 2.80414 -1.30026 -5.78542 -10.1021
5.86 2.79088 -1.35196 -6.00353 -10.1267
5.87 2.77709 -1.40561 -6.22919 -10.1534
5.88 2.76276 -1.46127 -6.46254 -10.1821
5.89 2.74786 -1.51901 -6.70371 -10.2131
5.9 2.73237 -1.5789 -6.95282 -10.2465
5.91 2.71627 -1.64101 -7.20998 -10.2825
5.92 2.69954 -1.70542 -7.47525 -10.3213
5.93 2.68216 -1.77218 -7.74871 -10.3631
5.94 2.66409 -1.84138 -8.03038 -10.4081
5.95 2.64532 -1.91309 -8.32025 -10.4565
5.96 2.62582 -1.98738 -8.61829 -10.5087
5.97 2.60557 -2.06431 -8.92442 -10.5648
5.98 2.58453 -2.14397 -9.23849 -10.6251
5.99 2.56268 -2.22641 -9.56034 -10.69
6 2.53999 -2.31171 -9.88971 -10.7597
6.01 2.51643 -2.39994 -10.2263 -10.8345
6.02 2.49198 -2.49114 -10.5697 -10.9148
6.03 2.4666 -2.58539 -10.9194 -11.0009
6.04 2.44026 -2.68273 -11.2749 -11.0932
6.05 2.41294 -2.78321 -11.6354 -11.1921
6.06 2.38459 -2.88687 -12.0003 -11.2979
6.07 2.35519 -2.99375 -12.3685 -11.411
6.08 2.3247 -3.10387 -12.739 -11.5319
6.09 2.2931 -3.21724 -13.1105 -11.6609
6.1 2.26035 -3.33388 -13.4818 -11.7984
6.11 2.22641 -3.45376 -13.8512 -11.9449
6.12 2.19126 -3.57687 -14.217 -12.1007
6.13 2.15486 -3.70317 -14.5773 -12.2662
6.14 2.11719 -3.83259 -14.9299 -12.4417
6.15 2.0782 -3.96507 -15.2725 -12.6277
6.16 2.03788 -4.10049 -15.6024 -12.8243
6.17 1.99618 -4.23875 -15.9168 -13.0318
6.18 1.95309 -4.37968 -16.2126 -13.2504
6.19 1.90858 -4.52311 -16.4866 -13.4803
6.2 1.86262 -4.66884 -16.7353 -13.7214
6.21 1.8152 -4.81663 -16.9548 -13.9737
6.22 1.76628 -4.9662 -17.1412 -14.2371
6.23 1.71587 -5.11724 -17.2905 -14.5113
6.24 1.66393 -5.26942 -17.3983 -14.7958
6.25 1.61048 -5.42234 -17.4603 -15.0901
6.26 1.55549 -5.57559 -17.472 -15.3934
6.27 1.49896 -5.72871 -17.429 -15.705
6.28 1.44091 -5.88119 -17.3269 -16.0237
6.29 1.38134 -6.03251 -17.1614 -16.3481
6.3 1.32027 -6.18207 -16.9286 -16.677
6.31 1.25771 -6.32929 -16.6246 -17.0085
6.32 1.19369 -6.47352 -16.2463 -17.3409
6.33 1.12825 -6.61409 -15.7907 -17.672
6.34 1.06143 -6.75031 -15.2558 -17.9998
6.35 0.993263 -6.8815 -14.64 -18.3216
6.36 0.923816 -7.00692 -13.9427 -18.6352
6.37 0.853147 -7.12587 -13.1641 -18.9378
6.38 0.781323 -7.23763 -12.3056 -19.2267
6.39 0.70842 -7.34153 -11.3692 -19.4994
6.4 0.634521 -7.43688 -10.3585 -19.753
6.41 0.559713 -7.52305 -9.27774 -19.9851
6.42 0.484092 -7.59945 -8.13252 -20.193
6.43 0.407759 -7.66556 -6.92939 -20.3747
6.44 0.330817 -7.72088 -5.67586 -20.5279
6.45 0.253378 -7.76501 -4.38033 -20.6509
6.46 0.175556 -7.79763 -3.05194 -20.7423
6.47 0.0974651 -7.81848 -1.70042 -20.8009
6.48 0.0192256 -7.82742 -0.335929 -20.8261
6.49 -0.0590434 -7.82437 1.03113 -20.8175
6.5 -0.137222 -7.80935 2.39031 -20.7752
6.51 -0.215191 -7.78249 3.73131 -20.6998
6.52 -0.292833 -7.74398 5.04416 -20.5922
6.53 -0.370033 -7.6941 6.31942 -20.4536
6.54 -0.446678 -7.63324 7.54831 -20.2857
6.55 -0.522662 -7.56184 8.72286 -20.0904
6.56 -0.597882 -7.48039 9.83602 -19.8699
6.57 -0.672238 -7.38947 10.8818 -19.6265
6.58 -0.745641 -7.28969 11.8552 -19.3629
6.59 -0.818005 -7.18171 12.7523 -19.0816
6.6 -0.889251 -7.0662 13.5704 -18.7854
6.61 -0.959306 -6.94387 14.3076 -18.4769
6.62 -1.02811 -6.81543 14.9634 -18.1588
6.63 -1.0956 -6.68159 15.538 -17.8336
6.64 -1.16172 -6.54307 16.0323 -17.5038
6.65 -1.22644 -6.40055 16.4482 -17.1718
6.66 -1.28972 -6.25472 16.7884 -16.8396
6.67 -1.35153 -6.10623 17.0557 -16.5092
6.68 -1.41184 -5.9557 17.2538 -16.1824
6.69 -1.47064 -5.80373 17.3865 -15.8607
6.7 -1.52791 -5.65086 17.458 -15.5455
6.71 -1.58366 -5.49761 17.4726 -15.238
6.72 -1.63787 -5.34447 17.4348 -14.9391
6.73 -1.69055 -5.19188 17.3489 -14.6497
6.74 -1.74171 -5.04023 17.2195 -14.3704
6.75 -1.79136 -4.8899 17.0508 -14.1017
6.76 -1.83951 -4.7412 16.847 -13.844
6.77 -1.88619 -4.59443 16.6122 -13.5973
6.78 -1.93141 -4.44984 16.3502 -13.3619
6.79 -1.97519 -4.30765 16.0646 -13.1378
6.8 -2.01757 -4.16806 15.7589 -12.9248
6.81 -2.05856 -4.03123 15.4363 -12.7229
6.82 -2.0982 -3.89729 15.0996 -12.5317
6.83 -2.13652 -3.76636 14.7516 -12.3511
6.84 -2.17354 -3.63851 14.3949 -12.1807
6.85 -2.2093 -3.51383 14.0315 -12.0202
6.86 -2.24383 -3.39236 13.6636 -11.8692
6.87 -2.27716 -3.27413 13.293 -11.7273
6.88 -2.30932 -3.15915 12.9214 -11.5942
6.89 -2.34035 -3.04744 12.5502 -11.4694
6.9 -2.37028 -2.93897 12.1808 -11.3525
6.91 -2.39914 -2.83373 11.8142 -11.2431
6.92 -2.42696 -2.73169 11.4514 -11.1409
6.93 -2.45378 -2.63281 11.0933 -11.0454
6.94 -2.47963 -2.53706 10.7407 -10.9563
6.95 -2.50454 -2.44436 10.3941 -10.8732
6.96 -2.52853 -2.35468 10.0542 -10.7958
6.97 -2.55164 -2.26795 9.72121 -10.7236
6.98 -2.5739 -2.18411 9.39563 -10.6564
6.99 -2.59533 -2.1031 9.07771 -10.5939
7 -2.61597 -2.02483 8.76766 -10.5357
7.01 -2.63584 -1.94925 8.46564 -10.4817
7.02 -2.65496 -1.87629 8.17175 -10.4314
7.03 -2.67337 -1.80587 7.88605 -10.3847
7.04 -2.69109 -1.73791 7.60856 -10.3414
7.05 -2.70814 -1.67236 7.33927 -10.3012
7.06 -2.72454 -1.60913 7.07813 -10.2638
7.07 -2.74033 -1.54816 6.82508 -10.2292
7.08 -2.75551 -1.48937 6.58002 -10.197
7.09 -2.77012 -1.43269 6.34285 -10.1672
7.1 -2.78417 -1.37807 6.11343 -10.1396
7.11 -2.79769 -1.32542 5.89163 -10.114
7.12 -2.81069 -1.27468 5.67729 -10.0902
7.13 -2.82319 -1.2258 5.47026 -10.0682
7.14 -2.83521 -1.17869 5.27037 -10.0478
7.15 -2.84677 -1.13331 5.07746 -10.0289
7.16 -2.85788 -1.0896 4.89133 -10.0114
7.17 -2.86857 -1.04748 4.71183 -9.99524
7.18 -2.87884 -1.00691 4.53876 -9.98024
7.19 -2.88871 -0.967836 4.37195 -9.96635
7.2 -2.8982 -0.930195 4.21122 -9.95349
7.21 -2.90732 -0.893937 4.05638 -9.94158
7.22 -2.91608 -0.859013 3.90728 -9.93056
7.23 -2.9245 -0.825372 3.76372 -9.92036
7.24 -2.93259 -0.792967 3.62554 -9.91092
7.25 -2.94037 -0.761751 3.49257 -9.90219
7.26 -2.94783 -0.731679 3.36464 -9.8941
7.27 -2.955 -0.702708 3.24159 -9.88662
7.28 -2.96189 -0.674796 3.12326 -9.8797
7.29 -2.9685 -0.647901 3.00951 -9.8733
7.3 -2.97485 -0.621984 2.90017 -9.86738
7.31 -2.98095 -0.597008 2.7951 -9.8619
7.32 -2.98679 -0.572935 2.69417 -9.85683
7.33 -2.99241 -0.54973 2.59722 -9.85214
7.34 -2.99779 -0.527359 2.50414 -9.8478
7.35 -3.00296 -0.505787 2.41478 -9.84379
7.36 -3.00791 -0.484984 2.32903 -9.84008
7.37 -3.01266 -0.464917 2.24676 -9.83665
7.38 -3.01721 -0.445557 2.16786 -9.83347
7.39 -3.02157 -0.426875 2.09221 -9.83054
7.4 -3.02575 -0.408842 2.01971 -9.82783
7.41 -3.02975 -0.391432 1.95025 -9.82532
7.42 -3.03358 -0.374619 1.88374 -9.823
7.43 -3.03725 -0.358376 1.82006 -9.82086
7.44 -3.04075 -0.34268 1.75914 -9.81888
7.45 -3.0441 -0.327506 1.70088 -9.81705
7.46 -3.0473 -0.312832 1.6452 -9.81536
7.47 -3.05036 -0.298636 1.59201 -9.81379
7.48 -3.05328 -0.284895 1.54124 -9.81235
7.49 -3.05606 -0.27159 1.49281 -9.81102
7.5 -3.05871 -0.258699 1.44665 -9.80979
7.51 -3.06123 -0.246203 1.40269 -9.80865
7.52 -3.06363 -0.234084 1.36086 -9.8076
7.53 -3.06592 -0.222323 1.32111 -9.80664
7.54 -3.06808 -0.210901 1.28337 -9.80575
7.55 -3.07014 -0.199802 1.24758 -9.80493
7.56 -3.07208 -0.189008 1.2137 -9.80417
7.57 -3.07392 -0.178503 1.18167 -9.80348
7.58 -3.07565 -0.168272 1.15144 -9.80284
7.59 -3.07728 -0.158298 1.12297 -9.80225
7.6 -3.07882 -0.148565 1.09622 -9.80171
7.61 -3.08026 -0.139061 1.07114 -9.80122
7.62 -3.0816 -0.129769 1.0477 -9.80077
7.63 -3.08285 -0.120675 1.02586 -9.80036
7.64 -3.08401 -0.111767 1.00559 -9.79999
7.65 -3.08509 -0.103029 0.986856 -9.79965
7.66 -3.08607 -0.0944488 0.969632 -9.79935
7.67 -3.08698 -0.0860134 0.953891 -9.79907
7.68 -3.0878 -0.0777096 0.939609 -9.79883
7.69 -3.08853 -0.0695248 0.926765 -9.79861
7.7 -3.08919 -0.0614465 0.915339 -9.79842
7.71 -3.08976 -0.0534622 0.905315 -9.79825
7.72 -3.09026 -0.0455597 0.896676 -9.79811
7.73 -3.09067 -0.037727 0.889409 -9.798
7.74 -3.09101 -0.029952 0.883505 -9.7979
7.75 -3.09127 -0.022223 0.878952 -9.79783
7.76 -3.09145 -0.0145279 0.875746 -9.79778
7.77 -3.09156 -0.00685507 0.87388 -9.79775
7.78 -3.09159 0.000807251 0.873353 -9.79774
7.79 -3.09155 0.00847081 0.874162 -9.79775
7.8 -3.09142 0.0161473 0.87631 -9.79779
7.81 -3.09122 0.0238486 0.8798 -9.79784
7.82 -3.09095 0.0315864 0.884636 -9.79792
7.83 -3.09059 0.0393725 0.890827 -9.79802
7.84 -3.09016 0.0472189 0.898382 -9.79814
7.85 -3.08965 0.0551376 0.907312 -9.79829
7.86 -3.08905 0.0631407 0.91763 -9.79846
7.87 -3.08838 0.0712405 0.929353 -9.79865
7.88 -3.08763 0.0794493 0.942498 -9.79888
7.89 -3.08679 0.0877797 0.957086 -9.79913
7.9 -3.08587 0.0962446 0.973137 -9.79941
7.91 -3.08487 0.104857 0.990678 -9.79972
7.92 -3.08378 0.113629 1.00973 -9.80006
7.93 -3.08259 0.122576 1.03033 -9.80044
7.94 -3.08132 0.13171 1.05251 -9.80086
7.95 -3.07996 0.141046 1.07629 -9.80132
7.96 -3.0785 0.150597 1.10172 -9.80182
7.97 -3.07695 0.160379 1.12883 -9.80237
7.98 -3.07529 0.170406 1.15767 -9.80297
7.99 -3.07354 0.180694 1.18827 -9.80362
8 -3.07168 0.191258 1.22068 -9.80432
8.01 -3.06971 0.202115 1.25496 -9.80509
8.02 -3.06764 0.213281 1.29115 -9.80593
8.03 -3.06545 0.224773 1.32931 -9.80683
8.04 -3.06314 0.236608 1.3695 -9.80782
8.05 -3.06071 0.248805 1.41177 -9.80888
8.06 -3.05816 0.261382 1.45619 -9.81004
8.07 -3.05548 0.274359 1.50282 -9.81129
8.08 -3.05267 0.287754 1.55174 -9.81264
8.09 -3.04973 0.301589 1.60302 -9.81411
8.1 -3.04664 0.315884 1.65672 -9.8157
8.11 -3.04341 0.330662 1.71294 -9.81742
8.12 -3.04002 0.345944 1.77175 -9.81928
8.13 -3.03649 0.361753 1.83325 -9.8213
8.14 -3.03279 0.378114 1.89751 -9.82347
8.15 -3.02892 0.395051 1.96464 -9.82583
8.16 -3.02488 0.41259 2.03473 -9.82838
8.17 -3.02067 0.430757 2.10789 -9.83114
8.18 -3.01627 0.44958 2.18421 -9.83412
8.19 -3.01167 0.469086 2.26381 -9.83735
8.2 -3.00688 0.489306 2.34681 -9.84084
8.21 -3.00189 0.510268 2.43331 -9.84461
8.22 -2.99668 0.532006 2.52344 -9.84869
8.23 -2.99124 0.55455 2.61733 -9.85309
8.24 -2.98558 0.577935 2.7151 -9.85786
8.25 -2.97968 0.602195 2.8169 -9.86301
8.26 -2.97353 0.627367 2.92285 -9.86859
8.27 -2.96713 0.653486 3.03311 -9.87461
8.28 -2.96046 0.680592 3.14782 -9.88112
8.29 -2.95352 0.708724 3.26712 -9.88815
8.3 -2.94628 0.737924 3.39119 -9.89576
8.31 -2.93875 0.768233 3.52016 -9.90397
8.32 -2.93092 0.799696 3.65422 -9.91285
8.33 -2.92276 0.832358 3.79352 -9.92245
8.34 -2.91426 0.866265 3.93823 -9.93281
8.35 -2.90543 0.901466 4.08853 -9.94402
8.36 -2.89623 0.93801 4.24459 -9.95612
8.37 -2.88666 0.97595 4.40659 -9.96919
8.38 -2.87671 1.01534 4.5747 -9.9833
8.39 -2.86635 1.05623 4.74912 -9.99855
8.4 -2.85558 1.09867 4.93 -10.015
8.41 -2.84437 1.14274 5.11754 -10.0328
8.42 -2.83272 1.18848 5.31191 -10.052
8.43 -2.8206 1.23595 5.51329 -10.0727
8.44 -2.80799 1.28522 5.72185 -10.0951
8.45 -2.79488 1.33635 5.93774 -10.1192
8.46 -2.78126 1.38941 6.16114 -10.1452
8.47 -2.76709 1.44447 6.39218 -10.1733
8.48 -2.75236 1.50158 6.63101 -10.2036
8.49 -2.73705 1.56082 6.87774 -10.2363
8.5 -2.72114 1.62227 7.13249 -10.2715
8.51 -2.7046 1.68598 7.39534 -10.3094
8.52 -2.68741 1.75203 7.66636 -10.3503
8.53 -2.66955 1.8205 7.94557 -10.3943
8.54 -2.65099 1.89145 8.233 -10.4417
8.55 -2.63171 1.96496 8.52862 -10.4927
8.56 -2.61168 2.0411 8.83234 -10.5476
8.57 -2.59088 2.11994 9.14407 -10.6067
8.58 -2.56928 2.20155 9.46362 -10.6702
8.59 -2.54684 2.28599 9.79077 -10.7384
8.6 -2.52355 2.37334 10.1252 -10.8116
8.61 -2.49936 2.46365 10.4666 -10.8903
8.62 -2.47426 2.55698 10.8145 -10.9746
8.63 -2.44821 2.65339 11.1684 -11.065
8.64 -2.42119 2.75293 11.5275 -11.1619
8.65 -2.39315 2.85564 11.8911 -11.2656
8.66 -2.36406 2.96156 12.2584 -11.3765
8.67 -2.3339 3.07071 12.6284 -11.495
8.68 -2.30264 3.18311 12.9998 -11.6215
8.69 -2.27023 3.29878 13.3713 -11.7565
8.7 -2.23665 3.41769 13.7414 -11.9003
8.71 -2.20187 3.53984 14.1085 -12.0532
8.72 -2.16584 3.6652 14.4707 -12.2158
8.73 -2.12855 3.79369 14.8258 -12.3883
8.74 -2.08996 3.92527 15.1716 -12.5711
8.75 -2.05004 4.05983 15.5055 -12.7645
8.76 -2.00875 4.19725 15.8249 -12.9688
8.77 -1.96608 4.33741 16.1266 -13.1841
8.78 -1.922 4.48012 16.4075 -13.4106
8.79 -1.87647 4.62519 16.664 -13.6484
8.8 -1.82949 4.77239 16.8926 -13.8974
8.81 -1.78102 4.92145 17.0894 -14.1575
8.82 -1.73105 5.07209 17.2502 -14.4284
8.83 -1.67957 5.22397 17.3708 -14.7099
8.84 -1.62657 5.37671 17.4469 -15.0014
8.85 -1.57204 5.52991 17.474 -15.3021
8.86 -1.51597 5.68312 17.4478 -15.6114
8.87 -1.45837 5.83585 17.3638 -15.928
8.88 -1.39926 5.98757 17.2176 -16.2509
8.89 -1.33863 6.13772 17.0052 -16.5786
8.9 -1.27651 6.2857 16.7228 -16.9095
8.91 -1.21292 6.43088 16.367 -17.2419
8.92 -1.1479 6.57262 15.9347 -17.5736
8.93 -1.08149 6.71021 15.4236 -17.9026
8.94 -1.01372 6.84297 14.832 -18.2265
8.95 -0.944645 6.97018 14.159 -18.5428
8.96 -0.874333 7.09114 13.4046 -18.8489
8.97 -0.802845 7.20512 12.5697 -19.1422
8.98 -0.730256 7.31143 11.6563 -19.42
8.99 -0.656645 7.40939 10.6673 -19.6796
9 -0.582098 7.49836 9.60685 -19.9183
9.01 -0.506709 7.57774 8.48021 -20.1337
9.02 -0.430577 7.64696 7.29359 -20.3234
9.03 -0.353805 7.70554 6.05424 -20.4853
9.04 -0.276503 7.75305 4.7703 -20.6175
9.05 -0.198783 7.78913 3.45071 -20.7184
9.06 -0.12076 7.81351 2.10504 -20.7869
9.07 -0.0425521 7.82601 0.743333 -20.8221
9.08 0.0357206 7.82653 -0.624052 -20.8236
9.09 0.113939 7.81508 -1.98667 -20.7913
9.1 0.191982 7.79172 -3.33414 -20.7257
9.11 0.269734 7.75666 -4.6564 -20.6276
9.12 0.347077 7.71013 -5.94382 -20.4981
9.13 0.4239 7.65251 -7.1874 -20.3387
9.14 0.500092 7.58419 -8.37892 -20.1513
9.15 0.57555 7.50568 -9.51106 -19.9381
9.16 0.650173 7.41752 -10.5775 -19.7013
9.17 0.72387 7.32032 -11.5729 -19.4434
9.18 0.796552 7.21471 -12.4931 -19.1671
9.19 0.868138 7.10137 -13.3349 -18.875
9.2 0.938556 6.981 -14.0964 -18.5699
9.21 1.00774 6.8543 -14.7765 -18.2544
9.22 1.07562 6.722 -15.3752 -17.9311
9.23 1.14216 6.5848 -15.8933 -17.6025
9.24 1.20731 6.4434 -16.3323 -17.2709
9.25 1.27102 6.29849 -16.6948 -16.9385
9.26 1.33327 6.15073 -16.9834 -16.6074
9.27 1.39402 6.00074 -17.2018 -16.2793
9.28 1.45327 5.84914 -17.3535 -15.956
9.29 1.511 5.69648 -17.4428 -15.6387
9.3 1.5672 5.54329 -17.4739 -15.3288
9.31 1.62187 5.39007 -17.4513 -15.0273
9.32 1.67501 5.23727 -17.3793 -14.735
9.33 1.72662 5.08531 -17.2624 -14.4526
9.34 1.77672 4.93454 -17.1049 -14.1807
9.35 1.82531 4.78533 -16.9111 -13.9196
9.36 1.87243 4.63795 -16.6852 -13.6696
9.37 1.91808 4.49269 -16.4309 -13.4309
9.38 1.96229 4.34976 -16.152 -13.2034
9.39 2.00508 4.20938 -15.8519 -12.9871
9.4 2.04649 4.07171 -15.534 -12.7819
9.41 2.08653 3.9369 -15.2013 -12.5876
9.42 2.12523 3.80506 -14.8564 -12.4039
9.43 2.16264 3.67629 -14.502 -12.2305
9.44 2.19877 3.55066 -14.1403 -12.067
9.45 2.23366 3.42823 -13.7736 -11.9132
9.46 2.26735 3.30903 -13.4037 -11.7687
9.47 2.29985 3.19308 -13.0322 -11.633
9.48 2.33122 3.08039 -12.6607 -11.5057
9.49 2.36147 2.97096 -12.2906 -11.3865
9.5 2.39065 2.86476 -11.9231 -11.275
9.51 2.41878 2.76177 -11.5591 -11.1707
9.52 2.44589 2.66195 -11.1995 -11.0732
9.53 2.47203 2.56527 -10.8452 -10.9823
9.54 2.49721 2.47167 -10.4968 -10.8974
9.55 2.52147 2.3811 -10.1548 -10.8183
9.56 2.54484 2.2935 -9.81968 -10.7446
9.57 2.56735 2.2088 -9.49188 -10.6759
9.58 2.58903 2.12695 -9.17165 -10.612
9.59 2.6099 2.04787 -8.85924 -10.5526
9.6 2.62999 1.9715 -8.55481 -10.4974
9.61 2.64934 1.89777 -8.25848 -10.446
9.62 2.66796 1.82659 -7.97034 -10.3983
9.63 2.68588 1.75791 -7.6904 -10.354
9.64 2.70312 1.69165 -7.41867 -10.3128
9.65 2.71972 1.62774 -7.15511 -10.2747
9.66 2.73569 1.5661 -6.89966 -10.2392
9.67 2.75105 1.50667 -6.65223 -10.2063
9.68 2.76583 1.44937 -6.41272 -10.1759
9.69 2.78004 1.39414 -6.181 -10.1476
9.7 2.79372 1.34091 -5.95694 -10.1214
9.71 2.80687 1.28961 -5.7404 -10.0971
9.72 2.81951 1.24018 -5.53121 -10.0746
9.73 2.83168 1.19255 -5.32921 -10.0537
9.74 2.84337 1.14666 -5.13423 -10.0344
9.75 2.85462 1.10245 -4.9461 -10.0165
9.76 2.86543 1.05987 -4.76464 -9.99994
9.77 2.87582 1.01885 -4.58968 -9.98459
9.78 2.88581 0.979329 -4.42102 -9.97038
9.79 2.89541 0.941266 -4.25849 -9.95722
9.8 2.90464 0.904602 -4.10192 -9.94503
9.81 2.91351 0.869285 -3.95113 -9.93376
9.82 2.92203 0.835267 -3.80593 -9.92332
9.83 2.93022 0.802499 -3.66617 -9.91366
9.84 2.93808 0.770933 -3.53166 -9.90472
9.85 2.94564 0.740525 -3.40225 -9.89645
9.86 2.9529 0.71123 -3.27776 -9.88879
9.87 2.95987 0.683006 -3.15805 -9.88171
9.88 2.96656 0.655812 -3.04294 -9.87516
9.89 2.97299 0.629608 -2.9323 -9.86909
9.9 2.97916 0.604356 -2.82598 -9.86348
9.91 2.98508 0.580017 -2.72383 -9.8583
9.92 2.99076 0.556558 -2.62571 -9.8535
9.93 2.99621 0.533941 -2.53148 -9.84906
9.94 3.00144 0.512135 -2.44103 -9.84495
9.95 3.00646 0.491105 -2.35422 -9.84115
9.96 3.01126 0.470822 -2.27092 -9.83764
9.97 3.01587 0.451255 -2.19103 -9.83439
9.98 3.02029 0.432373 -2.11442 -9.83139
9.99 3.02452 0.41415 -2.041 -9.82861
10 3.02858 0.396558 -1.97064 -9.82605
