#t   #theta   #omega   #xddot    #yddot
5.22 3.09115 -0.0261507 -0.741977 -9.79774
5.23 3.09085 -0.0339017 -0.746389 -9.79774
5.24 3.09047 -0.0417045 -0.751944 -9.79774
5.25 3.09001 -0.0495712 -0.75865 -9.79774
5.26 3.08948 -0.0575137 -0.766517 -9.79774
5.27 3.08886 -0.0655444 -0.775558 -9.79774
5.28 3.08817 -0.0736753 -0.785785 -9.79774
5.29 3.08739 -0.0819191 -0.797215 -9.79774
5.3 3.08653 -0.0902882 -0.809865 -9.79774
5.31 3.08558 -0.0987955 -0.823753 -9.79774
5.32 3.08455 -0.107454 -0.838902 -9.79774
5.33 3.08343 -0.116277 -0.855333 -9.79774
5.34 3.08223 -0.125278 -0.873073 -9.79774
5.35 3.08093 -0.134471 -0.892147 -9.79774
5.36 3.07954 -0.143869 -0.912585 -9.79774
5.37 3.07805 -0.153488 -0.934417 -9.79774
5.38 3.07646 -0.163341 -0.957676 -9.79774
5.39 3.07478 -0.173444 -0.982398 -9.79774
5.4 3.073 -0.183813 -1.00862 -9.79774
5.41 3.0711 -0.194463 -1.03638 -9.79774
5.42 3.0691 -0.20541 -1.06572 -9.79774
5.43 3.06699 -0.216671 -1.09669 -9.79774
5.44 3.06477 -0.228263 -1.12933 -9.79774
5.45 3.06243 -0.240205 -1.16369 -9.79774
5.46 3.05997 -0.252513 -1.19982 -9.79774
5.47 3.05738 -0.265207 -1.23777 -9.79774
5.48 3.05466 -0.278306 -1.27761 -9.79774
5.49 3.05181 -0.291831 -1.31939 -9.79774
5.5 3.04882 -0.305801 -1.36317 -9.79774
5.51 3.04569 -0.320237 -1.40902 -9.79774
5.52 3.04242 -0.335163 -1.45701 -9.79774
5.53 3.03899 -0.350599 -1.5072 -9.79774
5.54 3.0354 -0.36657 -1.55967 -9.79774
5.55 3.03165 -0.3831 -1.6145 -9.79774
5.56 3.02774 -0.400214 -1.67176 -9.79774
5.57 3.02365 -0.417938 -1.73155 -9.79774
5.58 3.01938 -0.436297 -1.79394 -9.79774
5.59 3.01492 -0.455321 -1.85902 -9.79774
5.6 3.01027 -0.475036 -1.92689 -9.79774
5.61 3.00542 -0.495474 -1.99765 -9.79774
5.62 3.00036 -0.516665 -2.0714 -9.79774
5.63 2.99508 -0.538639 -2.14823 -9.79774
5.64 2.98958 -0.56143 -2.22826 -9.79774
5.65 2.98385 -0.585073 -2.31159 -9.79774
5.66 2.97788 -0.6096 -2.39834 -9.79774
5.67 2.97165 -0.63505 -2.48864 -9.79774
5.68 2.96517 -0.66146 -2.58259 -9.79774
5.69 2.95842 -0.688867 -2.68032 -9.79774
5.7 2.95139 -0.717313 -2.78197 -9.79774
5.71 2.94407 -0.746839 -2.88767 -9.79774
5.72 2.93645 -0.777488 -2.99754 -9.79774
5.73 2.92852 -0.809303 -3.11173 -9.79774
5.74 2.92026 -0.842331 -3.23038 -9.79774
5.75 2.91167 -0.876618 -3.35363 -9.79774
5.76 2.90272 -0.912215 -3.48163 -9.79774
5.77 2.89342 -0.949169 -3.61452 -9.79774
5.78 2.88374 -0.987535 -3.75246 -9.79774
5.79 2.87366 -1.02736 -3.89559 -9.79774
5.8 2.86318 -1.06871 -4.04408 -9.79774
5.81 2.85228 -1.11163 -4.19806 -9.79774
5.82 2.84095 -1.15619 -4.35768 -9.79774
5.83 2.82915 -1.20244 -4.52311 -9.79774
5.84 2.81689 -1.25044 -4.69448 -9.79774
5.85 2.80414 -1.30026 -4.87193 -9.79774
5.86 2.79088 -1.35196 -5.05561 -9.79774
5.87 2.77709 -1.40561 -5.24564 -9.79774
5.88 2.76276 -1.46127 -5.44214 -9.79774
5.89 2.74786 -1.51901 -5.64523 -9.79774
5.9 2.73237 -1.5789 -5.85501 -9.79774
5.91 2.71627 -1.64101 -6.07156 -9.79774
5.92 2.69954 -1.70542 -6.29495 -9.79774
5.93 2.68216 -1.77218 -6.52523 -9.79774
5.94 2.66409 -1.84138 -6.76243 -9.79774
5.95 2.64532 -1.91309 -7.00653 -9.79774
5.96 2.62582 -1.98738 -7.25751 -9.79774
5.97 2.60557 -2.06431 -7.5153 -9.79774
5.98 2.58453 -2.14397 -7.77978 -9.79774
5.99 2.56268 -2.22641 -8.05081 -9.79774
6 2.53999 -2.31171 -8.32817 -9.79774
6.01 2.51643 -2.39994 -8.6116 -9.79774
6.02 2.49198 -2.49114 -8.90077 -9.79774
6.03 2.4666 -2.58539 -9.19527 -9.79774
6.04 2.44026 -2.68273 -9.49462 -9.79774
6.05 2.41294 -2.78321 -9.79825 -9.79774
6.06 2.38459 -2.88687 -10.1055 -9.79774
6.07 2.35519 -2.99375 -10.4155 -9.79774
6.08 2.3247 -3.10387 -10.7275 -9.79774
6.09 2.2931 -3.21724 -11.0404 -9.79774
6.1 2.26035 -3.33388 -11.3531 -9.79774
6.11 2.22641 -3.45376 -11.6642 -9.79774
6.12 2.19126 -3.57687 -11.9723 -9.79774
6.13 2.15486 -3.70317 -12.2757 -9.79774
6.14 2.11719 -3.83259 -12.5726 -9.79774
6.15 2.0782 -3.96507 -12.861 -9.79774
6.16 2.03788 -4.10049 -13.1388 -9.79774
6.17 1.99618 -4.23875 -13.4036 -9.79774
6.18 1.95309 -4.37968 -13.6527 -9.79774
6.19 1.90858 -4.52311 -13.8835 -9.79774
6.2 1.86262 -4.66884 -14.0929 -9.79774
6.21 1.8152 -4.81663 -14.2777 -9.79774
6.22 1.76628 -4.9662 -14.4347 -9.79774
6.23 1.71587 -5.11724 -14.5604 -9.79774
6.24 1.66393 -5.26942 -14.6512 -9.79774
6.25 1.61048 -5.42234 -14.7034 -9.79774
6.26 1.55549 -5.57559 -14.7133 -9.79774
6.27 1.49896 -5.72871 -14.6771 -9.79774
6.28 1.44091 -5.88119 -14.5911 -9.79774
6.29 1.38134 -6.03251 -14.4517 -9.79774
6.3 1.32027 -6.18207 -14.2556 -9.79774
6.31 1.25771 -6.32929 -13.9997 -9.79774
6.32 1.19369 -6.47352 -13.6811 -9.79774
6.33 1.12825 -6.61409 -13.2974 -9.79774
6.34 1.06143 -6.75031 -12.847 -9.79774
6.35 0.993263 -6.8815 -12.3284 -9.79774
6.36 0.923816 -7.00692 -11.7412 -9.79774
6.37 0.853147 -7.12587 -11.0856 -9.79774
6.38 0.781323 -7.23763 -10.3626 -9.79774
6.39 0.70842 -7.34153 -9.57409 -9.79774
6.4 0.634521 -7.43688 -8.72293 -9.79774
6.41 0.559713 -7.52305 -7.81283 -9.79774
6.42 0.484092 -7.59945 -6.84844 -9.79774
6.43 0.407759 -7.66556 -5.83527 -9.79774
6.44 0.330817 -7.72088 -4.77967 -9.79774
6.45 0.253378 -7.76501 -3.6887 -9.79774
6.46 0.175556 -7.79763 -2.57005 -9.79774
6.47 0.0974651 -7.81848 -1.43193 -9.79774
6.48 0.0192256 -7.82742 -0.282887 -9.79774
6.49 -0.0590434 -7.82437 0.868318 -9.79774
6.5 -0.137222 -7.80935 2.01289 -9.79774
6.51 -0.215191 -7.78249 3.14215 -9.79774
6.52 -0.292833 -7.74398 4.24771 -9.79774
6.53 -0.370033 -7.6941 5.32162 -9.79774
6.54 -0.446678 -7.63324 6.35647 -9.79774
6.55 -0.522662 -7.56184 7.34556 -9.79774
6.56 -0.597882 -7.48039 8.28297 -9.79774
6.57 -0.672238 -7.38947 9.1636 -9.79774
6.58 -0.745641 -7.28969 9.98329 -9.79774
6.59 -0.818005 -7.18171 10.7388 -9.79774
6.6 -0.889251 -7.0662 11.4277 -9.79774
6.61 -0.959306 -6.94387 12.0485 -9.79774
6.62 -1.02811 -6.81543 12.6008 -9.79774
6.63 -1.0956 -6.68159 13.0846 -9.79774
6.64 -1.16172 -6.54307 13.5009 -9.79774
6.65 -1.22644 -6.40055 13.8512 -9.79774
6.66 -1.28972 -6.25472 14.1376 -9.79774
6.67 -1.35153 -6.10623 14.3627 -9.79774
6.68 -1.41184 -5.9557 14.5295 -9.79774
6.69 -1.47064 -5.80373 14.6413 -9.79774
6.7 -1.52791 -5.65086 14.7015 -9.79774
6.71 -1.58366 -5.49761 14.7138 -9.79774
6.72 -1.63787 -5.34447 14.6819 -9.79774
6.73 -1.69055 -5.19188 14.6096 -9.79774
6.74 -1.74171 -5.04023 14.5006 -9.79774
6.75 -1.79136 -4.8899 14.3585 -9.79774
6.76 -1.83951 -4.7412 14.1869 -9.79774
6.77 -1.88619 -4.59443 13.9892 -9.79774
6.78 -1.93141 -4.44984 13.7686 -9.79774
6.79 -1.97519 -4.30765 13.5281 -9.79774
6.8 -2.01757 -4.16806 13.2707 -9.79774
6.81 -2.05856 -4.03123 12.999 -9.79774
6.82 -2.0982 -3.89729 12.7155 -9.79774
6.83 -2.13652 -3.76636 12.4224 -9.79774
6.84 -2.17354 -3.63851 12.122 -9.79774
6.85 -2.2093 -3.51383 11.816 -9.79774
6.86 -2.24383 -3.39236 11.5062 -9.79774
6.87 -2.27716 -3.27413 11.1941 -9.79774
6.88 -2.30932 -3.15915 10.8812 -9.79774
6.89 -2.34035 -3.04744 10.5686 -9.79774
6.9 -2.37028 -2.93897 10.2575 -9.79774
6.91 -2.39914 -2.83373 9.94877 -9.79774
6.92 -2.42696 -2.73169 9.64328 -9.79774
6.93 -2.45378 -2.63281 9.34175 -9.79774
6.94 -2.47963 -2.53706 9.0448 -9.79774
6.95 -2.50454 -2.44436 8.75295 -9.79774
6.96 -2.52853 -2.35468 8.46666 -9.79774
6.97 -2.55164 -2.26795 8.18628 -9.79774
6.98 -2.5739 -2.18411 7.91211 -9.79774
6.99 -2.59533 -2.1031 7.64439 -9.79774
7 -2.61597 -2.02483 7.3833 -9.79774
7.01 -2.63584 -1.94925 7.12896 -9.79774
7.02 -2.65496 -1.87629 6.88147 -9.79774
7.03 -2.67337 -1.80587 6.64088 -9.79774
7.04 -2.69109 -1.73791 6.40721 -9.79774
7.05 -2.70814 -1.67236 6.18044 -9.79774
7.06 -2.72454 -1.60913 5.96053 -9.79774
7.07 -2.74033 -1.54816 5.74744 -9.79774
7.08 -2.75551 -1.48937 5.54107 -9.79774
7.09 -2.77012 -1.43269 5.34135 -9.79774
7.1 -2.78417 -1.37807 5.14815 -9.79774
7.11 -2.79769 -1.32542 4.96137 -9.79774
7.12 -2.81069 -1.27468 4.78088 -9.79774
7.13 -2.82319 -1.2258 4.60654 -9.79774
7.14 -2.83521 -1.17869 4.43821 -9.79774
7.15 -2.84677 -1.13331 4.27575 -9.79774
7.16 -2.85788 -1.0896 4.11902 -9.79774
7.17 -2.86857 -1.04748 3.96785 -9.79774
7.18 -2.87884 -1.00691 3.82211 -9.79774
7.19 -2.88871 -0.967836 3.68164 -9.79774
7.2 -2.8982 -0.930195 3.54629 -9.79774
7.21 -2.90732 -0.893937 3.4159 -9.79774
7.22 -2.91608 -0.859013 3.29034 -9.79774
7.23 -2.9245 -0.825372 3.16945 -9.79774
7.24 -2.93259 -0.792967 3.05308 -9.79774
7.25 -2.94037 -0.761751 2.94111 -9.79774
7.26 -2.94783 -0.731679 2.83338 -9.79774
7.27 -2.955 -0.702708 2.72976 -9.79774
7.28 -2.96189 -0.674796 2.63012 -9.79774
7.29 -2.9685 -0.647901 2.53432 -9.79774
7.3 -2.97485 -0.621984 2.44225 -9.79774
7.31 -2.98095 -0.597008 2.35377 -9.79774
7.32 -2.98679 -0.572935 2.26877 -9.79774
7.33 -2.99241 -0.54973 2.18713 -9.79774
7.34 -2.99779 -0.527359 2.10875 -9.79774
7.35 -3.00296 -0.505787 2.0335 -9.79774
7.36 -3.00791 -0.484984 1.96129 -9.79774
7.37 -3.01266 -0.464917 1.89201 -9.79774
7.38 -3.01721 -0.445557 1.82557 -9.79774
7.39 -3.02157 -0.426875 1.76186 -9.79774
7.4 -3.02575 -0.408842 1.70081 -9.79774
7.41 -3.02975 -0.391432 1.64232 -9.79774
7.42 -3.03358 -0.374619 1.5863 -9.79774
7.43 -3.03725 -0.358376 1.53268 -9.79774
7.44 -3.04075 -0.34268 1.48138 -9.79774
7.45 -3.0441 -0.327506 1.43232 -9.79774
7.46 -3.0473 -0.312832 1.38543 -9.79774
7.47 -3.05036 -0.298636 1.34064 -9.79774
7.48 -3.05328 -0.284895 1.29789 -9.79774
7.49 -3.05606 -0.27159 1.2571 -9.79774
7.5 -3.05871 -0.258699 1.21823 -9.79774
7.51 -3.06123 -0.246203 1.18121 -9.79774
7.52 -3.06363 -0.234084 1.14599 -9.79774
7.53 -3.06592 -0.222323 1.11251 -9.79774
7.54 -3.06808 -0.210901 1.08073 -9.79774
7.55 -3.07014 -0.199802 1.05059 -9.79774
7.56 -3.07208 -0.189008 1.02206 -9.79774
7.57 -3.07392 -0.178503 0.99509 -9.79774
7.58 -3.07565 -0.168272 0.969636 -9.79774
7.59 -3.07728 -0.158298 0.945663 -9.79774
7.6 -3.07882 -0.148565 0.923134 -9.79774
7.61 -3.08026 -0.139061 0.902015 -9.79774
7.62 -3.0816 -0.129769 0.882275 -9.79774
7.63 -3.08285 -0.120675 0.863883 -9.79774
7.64 -3.08401 -0.111767 0.846813 -9.79774
7.65 -3.08509 -0.103029 0.831037 -9.79774
7.66 -3.08607 -0.0944488 0.816532 -9.79774
7.67 -3.08698 -0.0860134 0.803276 -9.79774
7.68 -3.0878 -0.0777096 0.79125 -9.79774
7.69 -3.08853 -0.0695248 0.780434 -9.79774
7.7 -3.08919 -0.0614465 0.770812 -9.79774
7.71 -3.08976 -0.0534622 0.76237 -9.79774
7.72 -3.09026 -0.0455597 0.755095 -9.79774
7.73 -3.09067 -0.037727 0.748976 -9.79774
7.74 -3.09101 -0.029952 0.744004 -9.79774
7.75 -3.09127 -0.022223 0.74017 -9.79774
7.76 -3.09145 -0.0145279 0.73747 -9.79774
7.77 -3.09156 -0.00685507 0.735899 -9.79774
7.78 -3.09159 0.000807251 0.735455 -9.79774
7.79 -3.09155 0.00847081 0.736136 -9.79774
7.8 -3.09142 0.0161473 0.737945 -9.79774
7.81 -3.09122 0.0238486 0.740884 -9.79774
7.82 -3.09095 0.0315864 0.744957 -9.79774
7.83 -3.09059 0.0393725 0.75017 -9.79774
7.84 -3.09016 0.0472189 0.756532 -9.79774
7.85 -3.08965 0.0551376 0.764052 -9.79774
7.86 -3.08905 0.0631407 0.772741 -9.79774
7.87 -3.08838 0.0712405 0.782613 -9.79774
7.88 -3.08763 0.0794493 0.793683 -9.79774
7.89 -3.08679 0.0877797 0.805967 -9.79774
7.9 -3.08587 0.0962446 0.819484 -9.79774
7.91 -3.08487 0.104857 0.834255 -9.79774
7.92 -3.08378 0.113629 0.850302 -9.79774
7.93 -3.08259 0.122576 0.867649 -9.79774
7.94 -3.08132 0.13171 0.886322 -9.79774
7.95 -3.07996 0.141046 0.90635 -9.79774
7.96 -3.0785 0.150597 0.927763 -9.79774
7.97 -3.07695 0.160379 0.950594 -9.79774
7.98 -3.07529 0.170406 0.974876 -9.79774
7.99 -3.07354 0.180694 1.00065 -9.79774
8 -3.07168 0.191258 1.02794 -9.79774
8.01 -3.06971 0.202115 1.05681 -9.79774
8.02 -3.06764 0.213281 1.08729 -9.79774
8.03 -3.06545 0.224773 1.11942 -9.79774
8.04 -3.06314 0.236608 1.15326 -9.79774
8.05 -3.06071 0.248805 1.18886 -9.79774
8.06 -3.05816 0.261382 1.22627 -9.79774
8.07 -3.05548 0.274359 1.26554 -9.79774
8.08 -3.05267 0.287754 1.30673 -9.79774
8.09 -3.04973 0.301589 1.34991 -9.79774
8.1 -3.04664 0.315884 1.39514 -9.79774
8.11 -3.04341 0.330662 1.44248 -9.79774
8.12 -3.04002 0.345944 1.492 -9.79774
8.13 -3.03649 0.361753 1.54379 -9.79774
8.14 -3.03279 0.378114 1.59791 -9.79774
8.15 -3.02892 0.395051 1.65444 -9.79774
8.16 -3.02488 0.41259 1.71346 -9.79774
8.17 -3.02067 0.430757 1.77506 -9.79774
8.18 -3.01627 0.44958 1.83934 -9.79774
8.19 -3.01167 0.469086 1.90637 -9.79774
8.2 -3.00688 0.489306 1.97626 -9.79774
8.21 -3.00189 0.510268 2.0491 -9.79774
8.22 -2.99668 0.532006 2.125 -9.79774
8.23 -2.99124 0.55455 2.20406 -9.79774
8.24 -2.98558 0.577935 2.2864 -9.79774
8.25 -2.97968 0.602195 2.37212 -9.79774
8.26 -2.97353 0.627367 2.46135 -9.79774
8.27 -2.96713 0.653486 2.5542 -9.79774
8.28 -2.96046 0.680592 2.65079 -9.79774
8.29 -2.95352 0.708724 2.75126 -9.79774
8.3 -2.94628 0.737924 2.85574 -9.79774
8.31 -2.93875 0.768233 2.96435 -9.79774
8.32 -2.93092 0.799696 3.07724 -9.79774
8.33 -2.92276 0.832358 3.19454 -9.79774
8.34 -2.91426 0.866265 3.31641 -9.79774
8.35 -2.90543 0.901466 3.44297 -9.79774
8.36 -2.89623 0.93801 3.57439 -9.79774
8.37 -2.88666 0.97595 3.71081 -9.79774
8.38 -2.87671 1.01534 3.85238 -9.79774
8.39 -2.86635 1.05623 3.99925 -9.79774
8.4 -2.85558 1.09867 4.15158 -9.79774
8.41 -2.84437 1.14274 4.30951 -9.79774
8.42 -2.83272 1.18848 4.47319 -9.79774
8.43 -2.8206 1.23595 4.64277 -9.79774
8.44 -2.80799 1.28522 4.8184 -9.79774
8.45 -2.79488 1.33635 5.00021 -9.79774
8.46 -2.78126 1.38941 5.18833 -9.79774
8.47 -2.76709 1.44447 5.38289 -9.79774
8.48 -2.75236 1.50158 5.58401 -9.79774
8.49 -2.73705 1.56082 5.79178 -9.79774
8.5 -2.72114 1.62227 6.00631 -9.79774
8.51 -2.7046 1.68598 6.22765 -9.79774
8.52 -2.68741 1.75203 6.45588 -9.79774
8.53 -2.66955 1.8205 6.69101 -9.79774
8.54 -2.65099 1.89145 6.93306 -9.79774
8.55 -2.63171 1.96496 7.18199 -9.79774
8.56 -2.61168 2.0411 7.43776 -9.79774
8.57 -2.59088 2.11994 7.70027 -9.79774
8.58 -2.56928 2.20155 7.96936 -9.79774
8.59 -2.54684 2.28599 8.24486 -9.79774
8.6 -2.52355 2.37334 8.52652 -9.79774
8.61 -2.49936 2.46365 8.81401 -9.79774
8.62 -2.47426 2.55698 9.10697 -9.79774
8.63 -2.44821 2.65339 9.40493 -9.79774
8.64 -2.42119 2.75293 9.70735 -9.79774
8.65 -2.39315 2.85564 10.0136 -9.79774
8.66 -2.36406 2.96156 10.3229 -9.79774
8.67 -2.3339 3.07071 10.6344 -9.79774
8.68 -2.30264 3.18311 10.9472 -9.79774
8.69 -2.27023 3.29878 11.26 -9.79774
8.7 -2.23665 3.41769 11.5717 -9.79774
8.71 -2.20187 3.53984 11.8808 -9.79774
8.72 -2.16584 3.6652 12.1858 -9.79774
8.73 -2.12855 3.79369 12.4849 -9.79774
8.74 -2.08996 3.92527 12.7761 -9.79774
8.75 -2.05004 4.05983 13.0573 -9.79774
8.76 -2.00875 4.19725 13.3262 -9.79774
8.77 -1.96608 4.33741 13.5803 -9.79774
8.78 -1.922 4.48012 13.8168 -9.79774
8.79 -1.87647 4.62519 14.0329 -9.79774
8.8 -1.82949 4.77239 14.2254 -9.79774
8.81 -1.78102 4.92145 14.391 -9.79774
8.82 -1.73105 5.07209 14.5265 -9.79774
8.83 -1.67957 5.22397 14.628 -9.79774
8.84 -1.62657 5.37671 14.6921 -9.79774
8.85 -1.57204 5.52991 14.715 -9.79774
8.86 -1.51597 5.68312 14.6929 -9.79774
8.87 -1.45837 5.83585 14.6221 -9.79774
8.88 -1.39926 5.98757 14.499 -9.79774
8.89 -1.33863 6.13772 14.3202 -9.79774
8.9 -1.27651 6.2857 14.0824 -9.79774
8.91 -1.21292 6.43088 13.7827 -9.79774
8.92 -1.1479 6.57262 13.4187 -9.79774
8.93 -1.08149 6.71021 12.9883 -9.79774
8.94 -1.01372 6.84297 12.4901 -9.79774
8.95 -0.944645 6.97018 11.9234 -9.79774
8.96 -0.874333 7.09114 11.2881 -9.79774
8.97 -0.802845 7.20512 10.585 -9.79774
8.98 -0.730256 7.31143 9.81579 -9.79774
8.99 -0.656645 7.40939 8.98296 -9.79774
9 -0.582098 7.49836 8.08998 -9.79774
9.01 -0.506709 7.57774 7.14123 -9.79774
9.02 -0.430577 7.64696 6.14197 -9.79774
9.03 -0.353805 7.70554 5.09831 -9.79774
9.04 -0.276503 7.75305 4.0171 -9.79774
9.05 -0.198783 7.78913 2.90586 -9.79774
9.06 -0.12076 7.81351 1.77266 -9.79774
9.07 -0.0425521 7.82601 0.625965 -9.79774
9.08 0.0357206 7.82653 -0.525517 -9.79774
9.09 0.113939 7.81508 -1.67298 -9.79774
9.1 0.191982 7.79172 -2.8077 -9.79774
9.11 0.269734 7.75666 -3.92118 -9.79774
9.12 0.347077 7.71013 -5.00532 -9.79774
9.13 0.4239 7.65251 -6.05255 -9.79774
9.14 0.500092 7.58419 -7.05593 -9.79774
9.15 0.57555 7.50568 -8.00931 -9.79774
9.16 0.650173 7.41752 -8.90735 -9.79774
9.17 0.72387 7.32032 -9.74558 -9.79774
9.18 0.796552 7.21471 -10.5205 -9.79774
9.19 0.868138 7.10137 -11.2294 -9.79774
9.2 0.938556 6.981 -11.8707 -9.79774
9.21 1.00774 6.8543 -12.4434 -9.79774
9.22 1.07562 6.722 -12.9475 -9.79774
9.23 1.14216 6.5848 -13.3838 -9.79774
9.24 1.20731 6.4434 -13.7535 -9.79774
9.25 1.27102 6.29849 -14.0587 -9.79774
9.26 1.33327 6.15073 -14.3018 -9.79774
9.27 1.39402 6.00074 -14.4857 -9.79774
9.28 1.45327 5.84914 -14.6135 -9.79774
9.29 1.511 5.69648 -14.6887 -9.79774
9.3 1.5672 5.54329 -14.7149 -9.79774
9.31 1.62187 5.39007 -14.6958 -9.79774
9.32 1.67501 5.23727 -14.6352 -9.79774
9.33 1.72662 5.08531 -14.5367 -9.79774
9.34 1.77672 4.93454 -14.4041 -9.79774
9.35 1.82531 4.78533 -14.241 -9.79774
9.36 1.87243 4.63795 -14.0507 -9.79774
9.37 1.91808 4.49269 -13.8365 -9.79774
9.38 1.96229 4.34976 -13.6017 -9.79774
9.39 2.00508 4.20938 -13.349 -9.79774
9.4 2.04649 4.07171 -13.0813 -9.79774
9.41 2.08653 3.9369 -12.8011 -9.79774
9.42 2.12523 3.80506 -12.5106 -9.79774
9.43 2.16264 3.67629 -12.2122 -9.79774
9.44 2.19877 3.55066 -11.9077 -9.79774
9.45 2.23366 3.42823 -11.5988 -9.79774
9.46 2.26735 3.30903 -11.2873 -9.79774
9.47 2.29985 3.19308 -10.9745 -9.79774
9.48 2.33122 3.08039 -10.6617 -9.79774
9.49 2.36147 2.97096 -10.35 -9.79774
9.5 2.39065 2.86476 -10.0405 -9.79774
9.51 2.41878 2.76177 -9.73394 -9.79774
9.52 2.44589 2.66195 -9.43116 -9.79774
9.53 2.47203 2.56527 -9.13279 -9.79774
9.54 2.49721 2.47167 -8.83937 -9.79774
9.55 2.52147 2.3811 -8.55138 -9.79774
9.56 2.54484 2.2935 -8.26921 -9.79774
9.57 2.56735 2.2088 -7.99316 -9.79774
9.58 2.58903 2.12695 -7.7235 -9.79774
9.59 2.6099 2.04787 -7.46041 -9.79774
9.6 2.62999 1.9715 -7.20405 -9.79774
9.61 2.64934 1.89777 -6.95451 -9.79774
9.62 2.66796 1.82659 -6.71186 -9.79774
9.63 2.68588 1.75791 -6.47613 -9.79774
9.64 2.70312 1.69165 -6.2473 -9.79774
9.65 2.71972 1.62774 -6.02536 -9.79774
9.66 2.73569 1.5661 -5.81024 -9.79774
9.67 2.75105 1.50667 -5.60188 -9.79774
9.68 2.76583 1.44937 -5.40018 -9.79774
9.69 2.78004 1.39414 -5.20505 -9.79774
9.7 2.79372 1.34091 -5.01637 -9.79774
9.71 2.80687 1.28961 -4.83402 -9.79774
9.72 2.81951 1.24018 -4.65786 -9.79774
9.73 2.83168 1.19255 -4.48776 -9.79774
9.74 2.84337 1.14666 -4.32357 -9.79774
9.75 2.85462 1.10245 -4.16514 -9.79774
9.76 2.86543 1.05987 -4.01233 -9.79774
9.77 2.87582 1.01885 -3.86499 -9.79774
9.78 2.88581 0.979329 -3.72296 -9.79774
9.79 2.89541 0.941266 -3.5861 -9.79774
9.8 2.90464 0.904602 -3.45425 -9.79774
9.81 2.91351 0.869285 -3.32727 -9.79774
9.82 2.92203 0.835267 -3.205 -9.79774
9.83 2.93022 0.802499 -3.0873 -9.79774
9.84 2.93808 0.770933 -2.97403 -9.79774
9.85 2.94564 0.740525 -2.86505 -9.79774
9.86 2.9529 0.71123 -2.76022 -9.79774
9.87 2.95987 0.683006 -2.65941 -9.79774
9.88 2.96656 0.655812 -2.56248 -9.79774
9.89 2.97299 0.629608 -2.46931 -9.79774
9.9 2.97916 0.604356 -2.37977 -9.79774
9.91 2.98508 0.580017 -2.29375 -9.79774
9.92 2.99076 0.556558 -2.21112 -9.79774
9.93 2.99621 0.533941 -2.13178 -9.79774
9.94 3.00144 0.512135 -2.0556 -9.79774
9.95 3.00646 0.491105 -1.9825 -9.79774
9.96 3.01126 0.470822 -1.91235 -9.79774
9.97 3.01587 0.451255 -1.84508 -9.79774
9.98 3.02029 0.432373 -1.78057 -9.79774
9.99 3.02452 0.41415 -1.71873 -9.79774
10 3.02858 0.396558 -1.65949 -9.79774
