#t   #theta   #omega   #xddot    #yddot
5.22 3.09115 -0.0261507 -0.687875 -9.79769
5.23 3.09085 -0.0339017 -0.691965 -9.79766
5.24 3.09047 -0.0417045 -0.697115 -9.79762
5.25 3.09001 -0.0495712 -0.703332 -9.79757
5.26 3.08948 -0.0575137 -0.710625 -9.79751
5.27 3.08886 -0.0655444 -0.719007 -9.79744
5.28 3.08817 -0.0736753 -0.728488 -9.79736
5.29 3.08739 -0.0819191 -0.739085 -9.79727
5.3 3.08653 -0.0902882 -0.750812 -9.79717
5.31 3.08558 -0.0987955 -0.763688 -9.79706
5.32 3.08455 -0.107454 -0.777732 -9.79693
5.33 3.08343 -0.116277 -0.792965 -9.79679
5.34 3.08223 -0.125278 -0.809411 -9.79664
5.35 3.08093 -0.134471 -0.827095 -9.79647
5.36 3.07954 -0.143869 -0.846042 -9.79629
5.37 3.07805 -0.153488 -0.866282 -9.79609
5.38 3.07646 -0.163341 -0.887846 -9.79587
5.39 3.07478 -0.173444 -0.910765 -9.79563
5.4 3.073 -0.183813 -0.935075 -9.79537
5.41 3.0711 -0.194463 -0.960811 -9.79509
5.42 3.0691 -0.20541 -0.988014 -9.79479
5.43 3.06699 -0.216671 -1.01672 -9.79445
5.44 3.06477 -0.228263 -1.04698 -9.79409
5.45 3.06243 -0.240205 -1.07883 -9.7937
5.46 3.05997 -0.252513 -1.11233 -9.79328
5.47 3.05738 -0.265207 -1.14752 -9.79282
5.48 3.05466 -0.278306 -1.18445 -9.79232
5.49 3.05181 -0.291831 -1.22318 -9.79178
5.5 3.04882 -0.305801 -1.26377 -9.79119
5.51 3.04569 -0.320237 -1.30628 -9.79056
5.52 3.04242 -0.335163 -1.35077 -9.78988
5.53 3.03899 -0.350599 -1.3973 -9.78914
5.54 3.0354 -0.36657 -1.44594 -9.78833
5.55 3.03165 -0.3831 -1.49677 -9.78747
5.56 3.02774 -0.400214 -1.54986 -9.78653
5.57 3.02365 -0.417938 -1.60529 -9.78551
5.58 3.01938 -0.436297 -1.66313 -9.78442
5.59 3.01492 -0.455321 -1.72347 -9.78323
5.6 3.01027 -0.475036 -1.78639 -9.78194
5.61 3.00542 -0.495474 -1.85199 -9.78056
5.62 3.00036 -0.516665 -1.92036 -9.77905
5.63 2.99508 -0.538639 -1.99159 -9.77743
5.64 2.98958 -0.56143 -2.06578 -9.77568
5.65 2.98385 -0.585073 -2.14304 -9.77378
5.66 2.97788 -0.6096 -2.22346 -9.77173
5.67 2.97165 -0.63505 -2.30717 -9.76951
5.68 2.96517 -0.66146 -2.39427 -9.76711
5.69 2.95842 -0.688867 -2.48488 -9.76452
5.7 2.95139 -0.717313 -2.57912 -9.76172
5.71 2.94407 -0.746839 -2.67711 -9.7587
5.72 2.93645 -0.777488 -2.77897 -9.75543
5.73 2.92852 -0.809303 -2.88483 -9.75189
5.74 2.92026 -0.842331 -2.99483 -9.74807
5.75 2.91167 -0.876618 -3.10909 -9.74395
5.76 2.90272 -0.912215 -3.22776 -9.73949
5.77 2.89342 -0.949169 -3.35096 -9.73468
5.78 2.88374 -0.987535 -3.47884 -9.72947
5.79 2.87366 -1.02736 -3.61154 -9.72386
5.8 2.86318 -1.06871 -3.74919 -9.71779
5.81 2.85228 -1.11163 -3.89195 -9.71124
5.82 2.84095 -1.15619 -4.03994 -9.70417
5.83 2.82915 -1.20244 -4.1933 -9.69653
5.84 2.81689 -1.25044 -4.35217 -9.68829
5.85 2.80414 -1.30026 -4.51669 -9.67939
5.86 2.79088 -1.35196 -4.68697 -9.66979
5.87 2.77709 -1.40561 -4.86314 -9.65944
5.88 2.76276 -1.46127 -5.04532 -9.64827
5.89 2.74786 -1.51901 -5.2336 -9.63622
5.9 2.73237 -1.5789 -5.42808 -9.62323
5.91 2.71627 -1.64101 -5.62884 -9.60924
5.92 2.69954 -1.70542 -5.83594 -9.59415
5.93 2.68216 -1.77218 -6.04943 -9.5779
5.94 2.66409 -1.84138 -6.26933 -9.56039
5.95 2.64532 -1.91309 -6.49564 -9.54155
5.96 2.62582 -1.98738 -6.72832 -9.52126
5.97 2.60557 -2.06431 -6.96731 -9.49944
5.98 2.58453 -2.14397 -7.21251 -9.47598
5.99 2.56268 -2.22641 -7.46377 -9.45076
6 2.53999 -2.31171 -7.72091 -9.42366
6.01 2.51643 -2.39994 -7.98367 -9.39456
6.02 2.49198 -2.49114 -8.25176 -9.36333
6.03 2.4666 -2.58539 -8.52478 -9.32984
6.04 2.44026 -2.68273 -8.80231 -9.29395
6.05 2.41294 -2.78321 -9.0838 -9.2555
6.06 2.38459 -2.88687 -9.36863 -9.21436
6.07 2.35519 -2.99375 -9.65608 -9.17036
6.08 2.3247 -3.10387 -9.94533 -9.12336
6.09 2.2931 -3.21724 -10.2354 -9.07319
6.1 2.26035 -3.33388 -10.5253 -9.01971
6.11 2.22641 -3.45376 -10.8137 -8.96275
6.12 2.19126 -3.57687 -11.0993 -8.90216
6.13 2.15486 -3.70317 -11.3806 -8.8378
6.14 2.11719 -3.83259 -11.6558 -8.76953
6.15 2.0782 -3.96507 -11.9233 -8.69722
6.16 2.03788 -4.10049 -12.1808 -8.62076
6.17 1.99618 -4.23875 -12.4263 -8.54005
6.18 1.95309 -4.37968 -12.6572 -8.45503
6.19 1.90858 -4.52311 -12.8711 -8.36564
6.2 1.86262 -4.66884 -13.0653 -8.27187
6.21 1.8152 -4.81663 -13.2366 -8.17375
6.22 1.76628 -4.9662 -13.3822 -8.07132
6.23 1.71587 -5.11724 -13.4987 -7.96471
6.24 1.66393 -5.26942 -13.5829 -7.85406
6.25 1.61048 -5.42234 -13.6313 -7.73961
6.26 1.55549 -5.57559 -13.6404 -7.62163
6.27 1.49896 -5.72871 -13.6069 -7.50047
6.28 1.44091 -5.88119 -13.5271 -7.37655
6.29 1.38134 -6.03251 -13.3979 -7.25036
6.3 1.32027 -6.18207 -13.2162 -7.12248
6.31 1.25771 -6.32929 -12.9789 -6.99355
6.32 1.19369 -6.47352 -12.6835 -6.86429
6.33 1.12825 -6.61409 -12.3278 -6.73551
6.34 1.06143 -6.75031 -11.9102 -6.60807
6.35 0.993263 -6.8815 -11.4295 -6.48289
6.36 0.923816 -7.00692 -10.8851 -6.36096
6.37 0.853147 -7.12587 -10.2773 -6.24328
6.38 0.781323 -7.23763 -9.60698 -6.13091
6.39 0.70842 -7.34153 -8.87598 -6.02488
6.4 0.634521 -7.43688 -8.08688 -5.92624
6.41 0.559713 -7.52305 -7.24315 -5.836
6.42 0.484092 -7.59945 -6.34907 -5.75512
6.43 0.407759 -7.66556 -5.40978 -5.68449
6.44 0.330817 -7.72088 -4.43115 -5.62491
6.45 0.253378 -7.76501 -3.41973 -5.57706
6.46 0.175556 -7.79763 -2.38265 -5.54153
6.47 0.0974651 -7.81848 -1.32752 -5.51873
6.48 0.0192256 -7.82742 -0.26226 -5.50894
6.49 -0.0590434 -7.82437 0.805003 -5.51229
6.5 -0.137222 -7.80935 1.86612 -5.52872
6.51 -0.215191 -7.78249 2.91304 -5.55804
6.52 -0.292833 -7.74398 3.93799 -5.5999
6.53 -0.370033 -7.6941 4.93358 -5.65379
6.54 -0.446678 -7.63324 5.89298 -5.71909
6.55 -0.522662 -7.56184 6.80995 -5.79504
6.56 -0.597882 -7.48039 7.679 -5.8808
6.57 -0.672238 -7.38947 8.49542 -5.97544
6.58 -0.745641 -7.28969 9.25534 -6.07797
6.59 -0.818005 -7.18171 9.95573 -6.18735
6.6 -0.889251 -7.0662 10.5944 -6.30256
6.61 -0.959306 -6.94387 11.17 -6.42253
6.62 -1.02811 -6.81543 11.682 -6.54624
6.63 -1.0956 -6.68159 12.1305 -6.67268
6.64 -1.16172 -6.54307 12.5164 -6.80092
6.65 -1.22644 -6.40055 12.8412 -6.93005
6.66 -1.28972 -6.25472 13.1067 -7.05923
6.67 -1.35153 -6.10623 13.3154 -7.18771
6.68 -1.41184 -5.9557 13.47 -7.31481
6.69 -1.47064 -5.80373 13.5737 -7.43991
6.7 -1.52791 -5.65086 13.6295 -7.56249
6.71 -1.58366 -5.49761 13.6409 -7.68208
6.72 -1.63787 -5.34447 13.6114 -7.7983
6.73 -1.69055 -5.19188 13.5443 -7.91085
6.74 -1.74171 -5.04023 13.4433 -8.01946
6.75 -1.79136 -4.8899 13.3116 -8.12396
6.76 -1.83951 -4.7412 13.1525 -8.22421
6.77 -1.88619 -4.59443 12.9691 -8.32013
6.78 -1.93141 -4.44984 12.7646 -8.41167
6.79 -1.97519 -4.30765 12.5417 -8.49883
6.8 -2.01757 -4.16806 12.303 -8.58165
6.81 -2.05856 -4.03123 12.0511 -8.66018
6.82 -2.0982 -3.89729 11.7883 -8.73452
6.83 -2.13652 -3.76636 11.5166 -8.80476
6.84 -2.17354 -3.63851 11.2381 -8.87102
6.85 -2.2093 -3.51383 10.9544 -8.93345
6.86 -2.24383 -3.39236 10.6672 -8.99217
6.87 -2.27716 -3.27413 10.3779 -9.04735
6.88 -2.30932 -3.15915 10.0878 -9.09912
6.89 -2.34035 -3.04744 9.798 -9.14766
6.9 -2.37028 -2.93897 9.50955 -9.19311
6.91 -2.39914 -2.83373 9.22334 -9.23564
6.92 -2.42696 -2.73169 8.94012 -9.27539
6.93 -2.45378 -2.63281 8.66058 -9.31252
6.94 -2.47963 -2.53706 8.38528 -9.34717
6.95 -2.50454 -2.44436 8.11472 -9.3795
6.96 -2.52853 -2.35468 7.8493 -9.40962
6.97 -2.55164 -2.26795 7.58937 -9.43769
6.98 -2.5739 -2.18411 7.33519 -9.46382
6.99 -2.59533 -2.1031 7.08699 -9.48813
7 -2.61597 -2.02483 6.84493 -9.51074
7.01 -2.63584 -1.94925 6.60914 -9.53177
7.02 -2.65496 -1.87629 6.3797 -9.55131
7.03 -2.67337 -1.80587 6.15665 -9.56946
7.04 -2.69109 -1.73791 5.94001 -9.58632
7.05 -2.70814 -1.67236 5.72978 -9.60197
7.06 -2.72454 -1.60913 5.52591 -9.61649
7.07 -2.74033 -1.54816 5.32835 -9.62996
7.08 -2.75551 -1.48937 5.13704 -9.64246
7.09 -2.77012 -1.43269 4.95187 -9.65406
7.1 -2.78417 -1.37807 4.77277 -9.6648
7.11 -2.79769 -1.32542 4.5996 -9.67477
7.12 -2.81069 -1.27468 4.43227 -9.684
7.13 -2.82319 -1.2258 4.27064 -9.69256
7.14 -2.83521 -1.17869 4.11459 -9.70049
7.15 -2.84677 -1.13331 3.96398 -9.70783
7.16 -2.85788 -1.0896 3.81867 -9.71463
7.17 -2.86857 -1.04748 3.67853 -9.72093
7.18 -2.87884 -1.00691 3.54342 -9.72677
7.19 -2.88871 -0.967836 3.41319 -9.73217
7.2 -2.8982 -0.930195 3.2877 -9.73717
7.21 -2.90732 -0.893937 3.16683 -9.7418
7.22 -2.91608 -0.859013 3.05042 -9.74609
7.23 -2.9245 -0.825372 2.93834 -9.75005
7.24 -2.93259 -0.792967 2.83046 -9.75372
7.25 -2.94037 -0.761751 2.72665 -9.75712
7.26 -2.94783 -0.731679 2.62678 -9.76027
7.27 -2.955 -0.702708 2.53071 -9.76317
7.28 -2.96189 -0.674796 2.43834 -9.76587
7.29 -2.9685 -0.647901 2.34953 -9.76836
7.3 -2.97485 -0.621984 2.26417 -9.77066
7.31 -2.98095 -0.597008 2.18214 -9.77279
7.32 -2.98679 -0.572935 2.10334 -9.77476
7.33 -2.99241 -0.54973 2.02766 -9.77659
7.34 -2.99779 -0.527359 1.95498 -9.77827
7.35 -3.00296 -0.505787 1.88522 -9.77983
7.36 -3.00791 -0.484984 1.81828 -9.78128
7.37 -3.01266 -0.464917 1.75405 -9.78261
7.38 -3.01721 -0.445557 1.69245 -9.78384
7.39 -3.02157 -0.426875 1.63339 -9.78498
7.4 -3.02575 -0.408842 1.57679 -9.78604
7.41 -3.02975 -0.391432 1.52257 -9.78701
7.42 -3.03358 -0.374619 1.47064 -9.78792
7.43 -3.03725 -0.358376 1.42093 -9.78875
7.44 -3.04075 -0.34268 1.37336 -9.78952
7.45 -3.0441 -0.327506 1.32788 -9.79023
7.46 -3.0473 -0.312832 1.28441 -9.79089
7.47 -3.05036 -0.298636 1.24289 -9.7915
7.48 -3.05328 -0.284895 1.20325 -9.79206
7.49 -3.05606 -0.27159 1.16544 -9.79258
7.5 -3.05871 -0.258699 1.1294 -9.79306
7.51 -3.06123 -0.246203 1.09508 -9.7935
7.52 -3.06363 -0.234084 1.06243 -9.7939
7.53 -3.06592 -0.222323 1.03139 -9.79428
7.54 -3.06808 -0.210901 1.00193 -9.79463
7.55 -3.07014 -0.199802 0.973989 -9.79495
7.56 -3.07208 -0.189008 0.947537 -9.79524
7.57 -3.07392 -0.178503 0.922531 -9.79551
7.58 -3.07565 -0.168272 0.898934 -9.79576
7.59 -3.07728 -0.158298 0.876708 -9.79599
7.6 -3.07882 -0.148565 0.855822 -9.79619
7.61 -3.08026 -0.139061 0.836243 -9.79639
7.62 -3.0816 -0.129769 0.817942 -9.79656
7.63 -3.08285 -0.120675 0.800892 -9.79672
7.64 -3.08401 -0.111767 0.785066 -9.79687
7.65 -3.08509 -0.103029 0.77044 -9.797
7.66 -3.08607 -0.0944488 0.756993 -9.79712
7.67 -3.08698 -0.0860134 0.744704 -9.79722
7.68 -3.0878 -0.0777096 0.733554 -9.79732
7.69 -3.08853 -0.0695248 0.723527 -9.7974
7.7 -3.08919 -0.0614465 0.714607 -9.79748
7.71 -3.08976 -0.0534622 0.706781 -9.79754
7.72 -3.09026 -0.0455597 0.700036 -9.79759
7.73 -3.09067 -0.037727 0.694363 -9.79764
7.74 -3.09101 -0.029952 0.689754 -9.79768
7.75 -3.09127 -0.022223 0.6862 -9.79771
7.76 -3.09145 -0.0145279 0.683696 -9.79773
7.77 -3.09156 -0.00685507 0.68224 -9.79774
7.78 -3.09159 0.000807251 0.681828 -9.79774
7.79 -3.09155 0.00847081 0.68246 -9.79773
7.8 -3.09142 0.0161473 0.684137 -9.79772
7.81 -3.09122 0.0238486 0.686861 -9.7977
7.82 -3.09095 0.0315864 0.690637 -9.79767
7.83 -3.09059 0.0393725 0.69547 -9.79763
7.84 -3.09016 0.0472189 0.701368 -9.79758
7.85 -3.08965 0.0551376 0.70834 -9.79753
7.86 -3.08905 0.0631407 0.716395 -9.79746
7.87 -3.08838 0.0712405 0.725548 -9.79738
7.88 -3.08763 0.0794493 0.73581 -9.7973
7.89 -3.08679 0.0877797 0.747199 -9.7972
7.9 -3.08587 0.0962446 0.75973 -9.79709
7.91 -3.08487 0.104857 0.773424 -9.79697
7.92 -3.08378 0.113629 0.7883 -9.79684
7.93 -3.08259 0.122576 0.804383 -9.79669
7.94 -3.08132 0.13171 0.821694 -9.79653
7.95 -3.07996 0.141046 0.840262 -9.79635
7.96 -3.0785 0.150597 0.860114 -9.79615
7.97 -3.07695 0.160379 0.88128 -9.79594
7.98 -3.07529 0.170406 0.903791 -9.79571
7.99 -3.07354 0.180694 0.927683 -9.79545
8 -3.07168 0.191258 0.95299 -9.79518
8.01 -3.06971 0.202115 0.979751 -9.79488
8.02 -3.06764 0.213281 1.00801 -9.79456
8.03 -3.06545 0.224773 1.0378 -9.7942
8.04 -3.06314 0.236608 1.06917 -9.79382
8.05 -3.06071 0.248805 1.10217 -9.79341
8.06 -3.05816 0.261382 1.13685 -9.79296
8.07 -3.05548 0.274359 1.17326 -9.79247
8.08 -3.05267 0.287754 1.21145 -9.79194
8.09 -3.04973 0.301589 1.25148 -9.79137
8.1 -3.04664 0.315884 1.29341 -9.79076
8.11 -3.04341 0.330662 1.3373 -9.79009
8.12 -3.04002 0.345944 1.38321 -9.78936
8.13 -3.03649 0.361753 1.43122 -9.78858
8.14 -3.03279 0.378114 1.48139 -9.78773
8.15 -3.02892 0.395051 1.5338 -9.78682
8.16 -3.02488 0.41259 1.58852 -9.78582
8.17 -3.02067 0.430757 1.64563 -9.78475
8.18 -3.01627 0.44958 1.70522 -9.78359
8.19 -3.01167 0.469086 1.76736 -9.78234
8.2 -3.00688 0.489306 1.83216 -9.78098
8.21 -3.00189 0.510268 1.89969 -9.77951
8.22 -2.99668 0.532006 1.97005 -9.77793
8.23 -2.99124 0.55455 2.04335 -9.77621
8.24 -2.98558 0.577935 2.11968 -9.77436
8.25 -2.97968 0.602195 2.19916 -9.77236
8.26 -2.97353 0.627367 2.28188 -9.77019
8.27 -2.96713 0.653486 2.36795 -9.76785
8.28 -2.96046 0.680592 2.45751 -9.76532
8.29 -2.95352 0.708724 2.55065 -9.76258
8.3 -2.94628 0.737924 2.64751 -9.75962
8.31 -2.93875 0.768233 2.7482 -9.75643
8.32 -2.93092 0.799696 2.85286 -9.75297
8.33 -2.92276 0.832358 2.96161 -9.74924
8.34 -2.91426 0.866265 3.07459 -9.74521
8.35 -2.90543 0.901466 3.19192 -9.74086
8.36 -2.89623 0.93801 3.31376 -9.73615
8.37 -2.88666 0.97595 3.44023 -9.73107
8.38 -2.87671 1.01534 3.57148 -9.72558
8.39 -2.86635 1.05623 3.70764 -9.71965
8.4 -2.85558 1.09867 3.84886 -9.71324
8.41 -2.84437 1.14274 3.99527 -9.70633
8.42 -2.83272 1.18848 4.14702 -9.69887
8.43 -2.8206 1.23595 4.30424 -9.69081
8.44 -2.80799 1.28522 4.46706 -9.68211
8.45 -2.79488 1.33635 4.63561 -9.67273
8.46 -2.78126 1.38941 4.81001 -9.66261
8.47 -2.76709 1.44447 4.99039 -9.65169
8.48 -2.75236 1.50158 5.17684 -9.63991
8.49 -2.73705 1.56082 5.36947 -9.62721
8.5 -2.72114 1.62227 5.56835 -9.61352
8.51 -2.7046 1.68598 5.77355 -9.59876
8.52 -2.68741 1.75203 5.98514 -9.58287
8.53 -2.66955 1.8205 6.20312 -9.56574
8.54 -2.65099 1.89145 6.42752 -9.54731
8.55 -2.63171 1.96496 6.65831 -9.52746
8.56 -2.61168 2.0411 6.89543 -9.50611
8.57 -2.59088 2.11994 7.13879 -9.48315
8.58 -2.56928 2.20155 7.38826 -9.45846
8.59 -2.54684 2.28599 7.64367 -9.43194
8.6 -2.52355 2.37334 7.90479 -9.40345
8.61 -2.49936 2.46365 8.17132 -9.37287
8.62 -2.47426 2.55698 8.44292 -9.34007
8.63 -2.44821 2.65339 8.71915 -9.30491
8.64 -2.42119 2.75293 8.99952 -9.26724
8.65 -2.39315 2.85564 9.28343 -9.22691
8.66 -2.36406 2.96156 9.57018 -9.18378
8.67 -2.3339 3.07071 9.85899 -9.13769
8.68 -2.30264 3.18311 10.1489 -9.08849
8.69 -2.27023 3.29878 10.439 -9.03601
8.7 -2.23665 3.41769 10.7279 -8.9801
8.71 -2.20187 3.53984 11.0145 -8.92061
8.72 -2.16584 3.6652 11.2973 -8.85738
8.73 -2.12855 3.79369 11.5745 -8.79029
8.74 -2.08996 3.92527 11.8445 -8.7192
8.75 -2.05004 4.05983 12.1052 -8.64399
8.76 -2.00875 4.19725 12.3545 -8.56455
8.77 -1.96608 4.33741 12.5901 -8.48082
8.78 -1.922 4.48012 12.8093 -8.39274
8.79 -1.87647 4.62519 13.0096 -8.30028
8.8 -1.82949 4.77239 13.1881 -8.20344
8.81 -1.78102 4.92145 13.3417 -8.10229
8.82 -1.73105 5.07209 13.4672 -7.99691
8.83 -1.67957 5.22397 13.5614 -7.88745
8.84 -1.62657 5.37671 13.6208 -7.77411
8.85 -1.57204 5.52991 13.642 -7.65714
8.86 -1.51597 5.68312 13.6215 -7.53689
8.87 -1.45837 5.83585 13.5559 -7.41374
8.88 -1.39926 5.98757 13.4418 -7.28817
8.89 -1.33863 6.13772 13.276 -7.16073
8.9 -1.27651 6.2857 13.0556 -7.03204
8.91 -1.21292 6.43088 12.7777 -6.9028
8.92 -1.1479 6.57262 12.4402 -6.77379
8.93 -1.08149 6.71021 12.0412 -6.64586
8.94 -1.01372 6.84297 11.5794 -6.5199
8.95 -0.944645 6.97018 11.054 -6.3969
8.96 -0.874333 7.09114 10.465 -6.27785
8.97 -0.802845 7.20512 9.8132 -6.16378
8.98 -0.730256 7.31143 9.10006 -6.05575
8.99 -0.656645 7.40939 8.32795 -5.9548
9 -0.582098 7.49836 7.50008 -5.86196
9.01 -0.506709 7.57774 6.62051 -5.77819
9.02 -0.430577 7.64696 5.69412 -5.70442
9.03 -0.353805 7.70554 4.72656 -5.64146
9.04 -0.276503 7.75305 3.72418 -5.59006
9.05 -0.198783 7.78913 2.69398 -5.55081
9.06 -0.12076 7.81351 1.64341 -5.52417
9.07 -0.0425521 7.82601 0.580322 -5.51049
9.08 0.0357206 7.82653 -0.487198 -5.50992
9.09 0.113939 7.81508 -1.55099 -5.52246
9.1 0.191982 7.79172 -2.60297 -5.54797
9.11 0.269734 7.75666 -3.63526 -5.58614
9.12 0.347077 7.71013 -4.64035 -5.63651
9.13 0.4239 7.65251 -5.61121 -5.69848
9.14 0.500092 7.58419 -6.54144 -5.77134
9.15 0.57555 7.50568 -7.4253 -5.85427
9.16 0.650173 7.41752 -8.25785 -5.94636
9.17 0.72387 7.32032 -9.03497 -6.04664
9.18 0.796552 7.21471 -9.75336 -6.1541
9.19 0.868138 7.10137 -10.4106 -6.26768
9.2 0.938556 6.981 -11.0051 -6.38633
9.21 1.00774 6.8543 -11.5361 -6.50904
9.22 1.07562 6.722 -12.0034 -6.63477
9.23 1.14216 6.5848 -12.4079 -6.76257
9.24 1.20731 6.4434 -12.7507 -6.89152
9.25 1.27102 6.29849 -13.0336 -7.02077
9.26 1.33327 6.15073 -13.259 -7.14954
9.27 1.39402 6.00074 -13.4294 -7.27712
9.28 1.45327 5.84914 -13.5479 -7.40287
9.29 1.511 5.69648 -13.6177 -7.52625
9.3 1.5672 5.54329 -13.6419 -7.64677
9.31 1.62187 5.39007 -13.6242 -7.76404
9.32 1.67501 5.23727 -13.568 -7.87771
9.33 1.72662 5.08531 -13.4767 -7.98752
9.34 1.77672 4.93454 -13.3538 -8.09326
9.35 1.82531 4.78533 -13.2026 -8.19478
9.36 1.87243 4.63795 -13.0261 -8.292
9.37 1.91808 4.49269 -12.8276 -8.38484
9.38 1.96229 4.34976 -12.6099 -8.47331
9.39 2.00508 4.20938 -12.3756 -8.55742
9.4 2.04649 4.07171 -12.1274 -8.63722
9.41 2.08653 3.9369 -11.8676 -8.7128
9.42 2.12523 3.80506 -11.5984 -8.78425
9.43 2.16264 3.67629 -11.3217 -8.85168
9.44 2.19877 3.55066 -11.0394 -8.91524
9.45 2.23366 3.42823 -10.7531 -8.97505
9.46 2.26735 3.30903 -10.4643 -9.03126
9.47 2.29985 3.19308 -10.1743 -9.08404
9.48 2.33122 3.08039 -9.88427 -9.13352
9.49 2.36147 2.97096 -9.59532 -9.17988
9.5 2.39065 2.86476 -9.30836 -9.22326
9.51 2.41878 2.76177 -9.02417 -9.26382
9.52 2.44589 2.66195 -8.74347 -9.30172
9.53 2.47203 2.56527 -8.46685 -9.3371
9.54 2.49721 2.47167 -8.19483 -9.3701
9.55 2.52147 2.3811 -7.92784 -9.40087
9.56 2.54484 2.2935 -7.66624 -9.42953
9.57 2.56735 2.2088 -7.41033 -9.45622
9.58 2.58903 2.12695 -7.16032 -9.48107
9.59 2.6099 2.04787 -6.91642 -9.50417
9.6 2.62999 1.9715 -6.67875 -9.52566
9.61 2.64934 1.89777 -6.44741 -9.54563
9.62 2.66796 1.82659 -6.22246 -9.56419
9.63 2.68588 1.75791 -6.00391 -9.58142
9.64 2.70312 1.69165 -5.79177 -9.59742
9.65 2.71972 1.62774 -5.58601 -9.61227
9.66 2.73569 1.5661 -5.38658 -9.62605
9.67 2.75105 1.50667 -5.19341 -9.63884
9.68 2.76583 1.44937 -5.00642 -9.65069
9.69 2.78004 1.39414 -4.82552 -9.66169
9.7 2.79372 1.34091 -4.6506 -9.67188
9.71 2.80687 1.28961 -4.48154 -9.68132
9.72 2.81951 1.24018 -4.31822 -9.69008
9.73 2.83168 1.19255 -4.16052 -9.69819
9.74 2.84337 1.14666 -4.00831 -9.7057
9.75 2.85462 1.10245 -3.86143 -9.71266
9.76 2.86543 1.05987 -3.71977 -9.71911
9.77 2.87582 1.01885 -3.58317 -9.72508
9.78 2.88581 0.979329 -3.4515 -9.7306
9.79 2.89541 0.941266 -3.32461 -9.73572
9.8 2.90464 0.904602 -3.20238 -9.74046
9.81 2.91351 0.869285 -3.08465 -9.74484
9.82 2.92203 0.835267 -2.9713 -9.7489
9.83 2.93022 0.802499 -2.86218 -9.75266
9.84 2.93808 0.770933 -2.75717 -9.75614
9.85 2.94564 0.740525 -2.65614 -9.75935
9.86 2.9529 0.71123 -2.55895 -9.76233
9.87 2.95987 0.683006 -2.46549 -9.76509
9.88 2.96656 0.655812 -2.37563 -9.76763
9.89 2.97299 0.629608 -2.28925 -9.76999
9.9 2.97916 0.604356 -2.20625 -9.77217
9.91 2.98508 0.580017 -2.1265 -9.77419
9.92 2.99076 0.556558 -2.04989 -9.77606
9.93 2.99621 0.533941 -1.97633 -9.77778
9.94 3.00144 0.512135 -1.90572 -9.77938
9.95 3.00646 0.491105 -1.83794 -9.78086
9.96 3.01126 0.470822 -1.77291 -9.78222
9.97 3.01587 0.451255 -1.71054 -9.78349
9.98 3.02029 0.432373 -1.65073 -9.78465
9.99 3.02452 0.41415 -1.59341 -9.78573
10 3.02858 0.396558 -1.53848 -9.78673
