0 -3.11032 0 0.546383 -9.8052 9.8052 0.132498
0.001 -3.11032 0.000607252 0.610372 -9.8052 9.8052 0.132498
0.002 -3.11032 0.00121451 0.610388 -9.8052 9.8052 0.132498
0.003 -3.11032 0.00182179 0.610415 -9.8052 9.8052 0.132498
0.004 -3.11031 0.0024291 0.610451 -9.8052 9.8052 0.132498
0.005 -3.11031 0.00303645 0.610499 -9.80521 9.8052 0.132498
0.006 -3.11031 0.00364384 0.610557 -9.80521 9.8052 0.132498
0.007 -3.1103 0.00425128 0.610626 -9.80521 9.8052 0.132498
0.008 -3.1103 0.00485879 0.610705 -9.80521 9.8052 0.132498
0.009 -3.11029 0.00546638 0.610795 -9.80521 9.80521 0.132498
0.01 -3.11029 0.00607404 0.610895 -9.80521 9.80521 0.132498
0.011 -3.11028 0.0066818 0.611006 -9.80521 9.80521 0.132498
0.012 -3.11028 0.00728966 0.611128 -9.80522 9.80521 0.132498
0.013 -3.11027 0.00789764 0.61126 -9.80522 9.80521 0.132498
0.014 -3.11026 0.00850573 0.611402 -9.80522 9.80521 0.132498
0.015 -3.11025 0.00911395 0.611556 -9.80522 9.80521 0.132498
0.016 -3.11024 0.00972231 0.611719 -9.80523 9.80521 0.132498
0.017 -3.11023 0.0103308 0.611894 -9.80523 9.80521 0.132498
0.018 -3.11022 0.0109395 0.612079 -9.80523 9.80521 0.132498
0.019 -3.11021 0.0115483 0.612274 -9.80524 9.80521 0.132498
0.02 -3.1102 0.0121573 0.61248 -9.80524 9.80521 0.132498
0.021 -3.11019 0.0127665 0.612697 -9.80524 9.80521 0.132498
0.022 -3.11017 0.0133759 0.612925 -9.80525 9.80522 0.132498
0.023 -3.11016 0.0139855 0.613162 -9.80525 9.80522 0.132498
0.024 -3.11014 0.0145953 0.613411 -9.80526 9.80522 0.132498
0.025 -3.11013 0.0152053 0.61367 -9.80526 9.80522 0.132498
0.026 -3.11011 0.0158155 0.61394 -9.80527 9.80522 0.132498
0.027 -3.1101 0.016426 0.61422 -9.80527 9.80522 0.132498
0.028 -3.11008 0.0170368 0.614511 -9.80527 9.80522 0.132498
0.029 -3.11006 0.0176478 0.614813 -9.80528 9.80523 0.132498
0.03 -3.11005 0.018259 0.615125 -9.80529 9.80523 0.132498
0.031 -3.11003 0.0188706 0.615448 -9.80529 9.80523 0.132498
0.032 -3.11001 0.0194824 0.615782 -9.8053 9.80523 0.132498
0.033 -3.10999 0.0200945 0.616126 -9.8053 9.80523 0.132498
0.034 -3.10997 0.0207069 0.616481 -9.80531 9.80523 0.132498
0.035 -3.10995 0.0213197 0.616846 -9.80532 9.80524 0.132498
0.036 -3.10993 0.0219328 0.617222 -9.80532 9.80524 0.132498
0.037 -3.1099 0.0225462 0.617609 -9.80533 9.80524 0.132498
0.038 -3.10988 0.0231599 0.618007 -9.80534 9.80524 0.132498
0.039 -3.10986 0.023774 0.618415 -9.80534 9.80524 0.132498
0.04 -3.10983 0.0243884 0.618834 -9.80535 9.80524 0.132498
0.041 -3.10981 0.0250033 0.619263 -9.80536 9.80525 0.132498
0.042 -3.10978 0.0256185 0.619703 -9.80537 9.80525 0.132498
0.043 -3.10976 0.0262341 0.620154 -9.80537 9.80525 0.132498
0.044 -3.10973 0.0268501 0.620616 -9.80538 9.80525 0.132498
0.045 -3.1097 0.0274665 0.621088 -9.80539 9.80526 0.132498
0.046 -3.10968 0.0280833 0.621571 -9.8054 9.80526 0.132498
0.047 -3.10965 0.0287005 0.622065 -9.80541 9.80526 0.132498
0.048 -3.10962 0.0293182 0.62257 -9.80542 9.80526 0.132498
0.049 -3.10959 0.0299363 0.623085 -9.80542 9.80527 0.132498
0.05 -3.10956 0.0305549 0.623611 -9.80543 9.80527 0.132498
0.051 -3.10953 0.0311739 0.624148 -9.80544 9.80527 0.132498
0.052 -3.1095 0.0317934 0.624695 -9.80545 9.80527 0.132498
0.053 -3.10946 0.0324134 0.625254 -9.80546 9.80528 0.132498
0.054 -3.10943 0.0330339 0.625823 -9.80547 9.80528 0.132498
0.055 -3.1094 0.0336549 0.626403 -9.80548 9.80528 0.132498
0.056 -3.10936 0.0342764 0.626994 -9.80549 9.80529 0.132498
0.057 -3.10933 0.0348984 0.627595 -9.8055 9.80529 0.132498
0.058 -3.10929 0.035521 0.628208 -9.80551 9.80529 0.132498
0.059 -3.10926 0.0361441 0.628831 -9.80553 9.80529 0.132498
0.06 -3.10922 0.0367677 0.629465 -9.80554 9.8053 0.132498
0.061 -3.10918 0.0373919 0.63011 -9.80555 9.8053 0.132498
0.062 -3.10915 0.0380167 0.630766 -9.80556 9.8053 0.132498
0.063 -3.10911 0.038642 0.631432 -9.80557 9.80531 0.132498
0.064 -3.10907 0.0392679 0.63211 -9.80558 9.80531 0.132498
0.065 -3.10903 0.0398945 0.632798 -9.8056 9.80531 0.132498
0.066 -3.10899 0.0405216 0.633497 -9.80561 9.80532 0.132498
0.067 -3.10895 0.0411493 0.634208 -9.80562 9.80532 0.132498
0.068 -3.10891 0.0417777 0.634929 -9.80563 9.80532 0.132498
0.069 -3.10887 0.0424067 0.635661 -9.80565 9.80533 0.132498
0.07 -3.10882 0.0430363 0.636404 -9.80566 9.80533 0.132498
0.071 -3.10878 0.0436666 0.637158 -9.80567 9.80534 0.132498
0.072 -3.10873 0.0442976 0.637923 -9.80569 9.80534 0.132498
0.073 -3.10869 0.0449292 0.638699 -9.8057 9.80534 0.132498
0.074 -3.10865 0.0455615 0.639486 -9.80571 9.80535 0.132498
0.075 -3.1086 0.0461945 0.640284 -9.80573 9.80535 0.132498
0.076 -3.10855 0.0468282 0.641093 -9.80574 9.80535 0.132498
0.077 -3.10851 0.0474627 0.641913 -9.80576 9.80536 0.132498
0.078 -3.10846 0.0480978 0.642744 -9.80577 9.80536 0.132498
0.079 -3.10841 0.0487337 0.643586 -9.80579 9.80537 0.132498
0.08 -3.10836 0.0493703 0.644439 -9.8058 9.80537 0.132498
0.081 -3.10831 0.0500076 0.645303 -9.80582 9.80538 0.132498
0.082 -3.10826 0.0506457 0.646178 -9.80583 9.80538 0.132498
0.083 -3.10821 0.0512846 0.647065 -9.80585 9.80538 0.132498
0.084 -3.10816 0.0519243 0.647962 -9.80587 9.80539 0.132498
0.085 -3.10811 0.0525647 0.648871 -9.80588 9.80539 0.132498
0.086 -3.10805 0.053206 0.64979 -9.8059 9.8054 0.132498
0.087 -3.108 0.053848 0.650721 -9.80591 9.8054 0.132498
0.088 -3.10794 0.0544909 0.651663 -9.80593 9.80541 0.132498
0.089 -3.10789 0.0551346 0.652617 -9.80595 9.80541 0.132498
0.09 -3.10783 0.0557791 0.653581 -9.80597 9.80542 0.132498
0.091 -3.10778 0.0564245 0.654557 -9.80598 9.80542 0.132498
0.092 -3.10772 0.0570707 0.655544 -9.806 9.80543 0.132498
